,title,industry,region
436,Procurement of 0854-234HNWXZB008 ICB Procurement of Medical Equipment(1),Medical equipment & medicine,河南省
437,Procurement of 0720-2340zbzx0023 Ethylbenzene dehydrogenation catalyst for PETROCHINA DUSHANZI PETROCHEMICAL COMPANY(1),Others,新疆维吾尔自治区
438,Procurement of 3328-224041041101/08 international bidding for medical equipment of Quanzhou First Hospital(1),Medical equipment & medicine,福建省
439,Procurement of 3328-224041041101/06 international bidding for medical equipment of Quanzhou First Hospital(1),Medical equipment & medicine,福建省
440,Procurement of 3328-224041041101/05 international bidding for medical equipment of Quanzhou First Hospital(1),Medical equipment & medicine,福建省
441,Procurement of 3328-224041041101/04 international bidding for medical equipment of Quanzhou First Hospital(1),Apparatus and Meter,福建省
442,Procurement of 3328-224041041101/03 international bidding for medical equipment of Quanzhou First Hospital(1),Medical equipment & medicine,福建省
443,Procurement of 0736-234020230007 Energy Spectrum Scanning Electron Microscope(2),Apparatus and Meter,吉林省
444,Procurement of 0819-226LNSJZSG01 AIIB loan Liaoning Green Smart Bus Demonstration Project Jinzhou Electric Bus Procurement(2),"Transport, storage service",辽宁省
445,Procurement of 3328-224041041101/02 international bidding for medical equipment of Quanzhou First Hospital(1),Medical equipment & medicine,福建省
446,Procurement of 0687-234020230002/02 Procurement project of equipment such as surgical radiopable head frame and traction system of West China Hospital of Sichuan University(1),Medical equipment & medicine,四川省
447,Procurement of 0730-224011020568/41 PI Pre cure(2),Electronic & communications,福建省
448,Procurement of 0753-224022213002 CNC vertical compound grinding center(2),Machining,重庆市
449,Procurement of 0720-2340zbzx0003 Activated alumina For PETROCHINA FUSHUN PETROCHEMICAL COMPANY(2),Others,辽宁省
450,Procurement of 0664-2340SUMECA21 Automatic winder(1),"Textiles, wearing apparel",河北省
451,Procurement of 0626-224202113969 500MN-550MN hydraulic die forging press(4),Machining,江苏省
452,"Procurement of 0613-234021360377 Scanning laser weakening equipment for Volvo V436K/825K project of Shanghai Lingang Yanfeng Automotive Interior System Co., Ltd(1)",Electronic & communications,上海市
453,Procurement of 0687-234020230002/01 Procurement project of equipment such as surgical radiopable head frame and traction system of West China Hospital of Sichuan University(1),Medical equipment & medicine,四川省
454,"Procurement of 0730-224011020568/39 Initial Cleaner,CF ITO Cleaner, Array Pre-Depo Cleaner, Cell PI Rework(2)",Environment protection,福建省
455,Procurement of 0675-224JOC116020 Extracorporeal shock wave lithotripter(1),Medical equipment & medicine,江苏省
456,"Procurement of 0730-234011SZ0010/09 GreaTech Substrates Co., Ltd. Project-Insoluble anode (Rebid)(2)",Apparatus and Meter,广东省
457,"Procurement of 0730-234011SZ0010/08 GreaTech Substrates Co., Ltd. Project-Single electrical testing machine(Rebid)(2)",Apparatus and Meter,广东省
458,"Procurement of 0730-234011SZ0010/07 GreaTech Substrates Co., Ltd. Project-Single electrical testing machine (Rebid)(2)",Apparatus and Meter,广东省
459,Procurement of 0730-224011020568/37 Planar Inductively Coupled Plasma Etching Machine(2),Machining,福建省
460,Procurement of 0730-224011020568/36 Enhanced Capacitively Coupled Plasma Etching Machine(2),机械加工;Electronic & communications,福建省
461,Procurement of 0730-234011SZ0014/01 WuXi SCC Project-Independent film stripping machine (Rebid)(2),Others,江苏省
462,Procurement of 0730-224011020568/40 Photo alignment oven(2),Apparatus and Meter,福建省
463,"Procurement of 0730-234011SZ0004/01 Sky Chip Interconnection Technology Co., Ltd project- SiP appearance check machine (Rebid)(2)",Others,广东省
464,Procurement of 0730-224011020007/107 Crack AOI(Straight plate & Fold)(1),Apparatus and Meter,福建省
465,Procurement of 0730-234011SZ0003/02 NanTong SCC Project -Vertical Continuous Plating Machine(hole filling)(1),Electronic & communications,广东省
466,Procurement of 1149-234CCZB2083G Procurement of in vivo reflecting confocal microscope (skin CT)(1),Apparatus and Meter;医药卫生,福建省
467,Procurement of 0730-234011SZ0003/01 NanTong SCC Project -Reflow machine (Rebid)(2),Others,广东省
468,Procurement of 0730-224011020007/106 G6 half laser inline scriber(2),Machining,福建省
469,Procurement of 0729-234OIT320006/03 ultra-high vacuum magnetron-sputtering system(1),Apparatus and Meter,北京市
470,Procurement of 0730-224011020007/105 PECVD Scrubber(2),Environment protection,福建省
471,Procurement of 0729-234OIT320006/02 2 inch ultra-high vacuum MBE system(1),Apparatus and Meter,北京市
472,Procurement of 0729-234OIT320006/01 Cryogen-free low temperature superconducting magnet system(1),Apparatus and Meter,北京市
473,Procurement of 0730-224011020007/101 Evaporation chiller(2),"Petroleum, chemicals",福建省
474,Procurement of 0768-2240CSIMC115 Procurement project of the first chamber chromatography system of vaccine(2),Apparatus and Meter,甘肃省
475,Procurement of 0699-2241SZZZA003 Large aperture CT simulation positioner and auxiliary equipment(1),Medical equipment & medicine,广东省
476,Procurement of 0613-234021140034 BEV3 project incremental matching gear measuring center(2),Apparatus and Meter,上海市
477,Procurement of 0618-224TC220507X High temperature atmosphere elastic mechanical property tester(2),Apparatus and Meter,北京市
478,Procurement of 0773-2341SHHW0185 Laser confocal microscope of Shanghai Jiaotong University(1),Apparatus and Meter,上海市
479,Procurement of 0664-2240SUMECF53 Rice production line(6),Foods processing,广东省
480,Procurement of 0730-234011020007/07 Fire extinguisher(2),Others,福建省
481,"Procurement of 0712-234032303003/01 Sinopec-SK(wuhan) Petrochemical Fixed asset investment project plan for 2021, Dynamic thermo-mechanical analyzer(2)",Apparatus and Meter,湖北省
482,Procurement of 4197-2140HFRSTM12/69 Project of Touch Panel Production Line(2),电子通信;Others,安徽省
483,Procurement of 4197-2140HFRSTM12/68 Project of Touch Panel Production Line(2),电子通信;Apparatus and Meter,安徽省
484,Procurement of 0736-234020230016 5*2D Welding procedure equipment purchasing equipment(2),Others,四川省
485,Procurement of 0736-234020230017 5*2D Purchase project of welding manipulator in Zone III(2),Machining,四川省
486,Procurement of 0664-2240SUMEC791 Vertical lifting container equipment(2),Others,江苏省
487,Procurement of 0625-234023205001 Track logistics system(1),"Transport, storage service",浙江省
488,Procurement of 0736-234020230020 5*2D installation project of Anton(2),Apparatus and Meter,四川省
489,Procurement of 0765-234HQZB00056 Tangshan LNG Terminal Phase II (Tank 9#\10#\15#\16#) Project Tank Gauging System Re-bid(2),Apparatus and Meter,天津市
490,Procurement of 2882-224JLJHZBLY4 Comprehensive refractometer of Liaoyuan Traditional Chinese Medicine Hospital(2),Medical equipment & medicine,吉林省
491,Procurement of 4197-214BOECQ0001/305 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(3),Apparatus and Meter;其他设备,重庆市
492,Procurement of 1147-224SQ2022420/09 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and other medical equipment procurement projects(1),Medical equipment & medicine,四川省
493,Procurement of 0679-224DFWHGG131 Full automatic wire bonder(2),Others,湖北省
494,Procurement of 2748-2340JSKF1802 Project for Purchasing Color Doppler Ultrasound(1),Medical equipment & medicine,江苏省
495,Procurement of 0679-224DFWHPK140 C15 cylinder head washer equipment(1),Environment protection,湖北省
496,Procurement of 4197-214VISIONOX3/60 G6 Flexible AMOLED Production Line Project(2),Apparatus and Meter,安徽省
497,Procurement of 1149-234CCZB2060G Whole-body skeleton 3D modeling and imaging system procurement(1),Apparatus and Meter,福建省
498,Procurement of 0720-2340zbzx0011 High Pressure Oxygen Compressor for PetroChina Jilin Petrochemical Company(2),Machining,吉林省
499,Procurement of 4197-2140XAESWIN1/88 Silicon Industrial Base Project of Xi'an ESWIN(2),Apparatus and Meter,陕西省
500,Procurement of 0729-224OIT323095/04 molecular beam epitaxy system(2),Apparatus and Meter,北京市
501,Procurement of 0729-224OIT323095/03 High-vacuum magnetron sputtering system(2),Apparatus and Meter,北京市
502,Procurement of 0747-2240SCCZBZ02 Water-immersion Ultrasonic Testing System Procurement Project(1),Apparatus and Meter,北京市
503,Procurement of 0651-2244NM011269 Procurement of Doppler omnidirectional beacon / rangefinder equipment for navigation station of Hohhot new airport(2),Apparatus and Meter,内蒙古自治区
504,Procurement of 0677-2240J1183222/04 Artificial intelligent semi steel high-performance green radial tire equipment transformation and upgrading project based on Internet of Things technology(2),Apparatus and Meter,山东省
505,Procurement of 0677-2240J1183222/03 Artificial intelligent semi steel high-performance green radial tire equipment transformation and upgrading project based on Internet of Things technology(2),Metallurgy & minerals,山东省
506,Procurement of 0677-2240J1183222/02 Artificial intelligent semi steel high-performance green radial tire equipment transformation and upgrading project based on Internet of Things technology(2),"Petroleum, chemicals",山东省
507,Procurement of 0712-224032203090/02 Sinopec Tianjin Nangang 1.2 million t/a Ethylene and Downstream High end New Material Industry Cluster Project(2),Apparatus and Meter,天津市
508,Procurement of 0712-224032203090/01 Sinopec Tianjin Nangang 1.2 million t/a Ethylene and Downstream High end New Material Industry Cluster Project(2),Apparatus and Meter,天津市
509,Procurement of 4513-2240CNBMJ017/03 Purchasing gas recovery equipment project(2),Environment protection,内蒙古自治区
510,Procurement of 0677-2240J1183222/01 Artificial intelligent semi steel high-performance green radial tire equipment transformation and upgrading project based on Internet of Things technology(2),"Petroleum, chemicals",山东省
511,Procurement of 4513-2240CNBMJ017/02 Purchasing gas recovery equipment project(2),Environment protection,内蒙古自治区
512,Procurement of 4513-2240CNBMJ017/01 Purchasing gas recovery equipment project(2),Environment protection,内蒙古自治区
513,Procurement of 0729-234OIT660724/02 ZHONG-KE-CHU-NENG(ZHANGJIAKOU)EQUIPMENT MANUFACTURING CO.LTD. CNC HORIZONTAL BORING AND MILLING MACHINING CENTER(2),Machining,河北省
514,Procurement of 0729-234OIT660724/01 ZHONG-KE-CHU-NENG(ZHANGJIAKOU)EQUIPMENT MANUFACTURING CO.LTD. CNC FIVE AXES MACHINE CENTER(2),Machining,河北省
515,Procurement of 2748-2340JSKF1803 Project for Purchasing Bedside Critical Ultrasound(1),Medical equipment & medicine,江苏省
516,Procurement of 0768-2240CSIMC122 Soft capsule pill making machine procurement project(2),Medical equipment & medicine,福建省
517,"Procurement of 0729-234OIT290108 Procurement project of X-ray three-dimensional microscope of Institute of Deep Sea Science and Engineering, Chinese Academy of Sciences(2)",Others,海南省
518,Procurement of 0613-224021144639 MILLET project CNC lathe(5),Machining,上海市
519,Procurement of 0729-224OIT571970 Ion Milling system(2),Apparatus and Meter,北京市
520,Procurement of 0729-224OIT323105 Magnetron Sputtering(2),Apparatus and Meter,安徽省
521,Procurement of 0705-224004075029 X-ray photoelectron spectrometer for ECUST(1),Apparatus and Meter,上海市
522,Procurement of 0768-2240CSIMC113/02 Cell matrix influenza vaccine workshop project (Phase I)(1),"Petroleum, chemicals",湖北省
523,Procurement of 0768-2240CSIMC113/01 Cell matrix influenza vaccine workshop project (Phase I)(1),"Petroleum, chemicals",湖北省
524,Procurement of 0768-2240CSIMC113/03 Cell matrix influenza vaccine workshop project (Phase I)(1),Others,湖北省
525,"Procurement of 4081-2240015M0108 The Brinell hardness tester for the new special steel supporting inspection and testing project of Maanshan Iron and Steel Co., Ltd.(1)",Apparatus and Meter,安徽省
526,Procurement of 0720-2340zbzx0020 Tarim Oilfield Company Completion packer(1),Others,新疆维吾尔自治区
527,Procurement of 0768-2340CSIMC003/01 China Biological Northwest (Lanzhou) Biomedical Industrial Park Medical Beauty Industrialization Base Project(1),Medical equipment & medicine,甘肃省
528,Procurement of 4197-2240CDGT0001/16 The development and Industrialization project of Chengdu High-tech West area high-end power semiconductor devices and components(1),电子通信;Apparatus and Meter,四川省
529,Procurement of 3108-22400050002A Ethernet Bus Data Testing System (Re-tendering)(2),Apparatus and Meter;电子通信,重庆市
530,Procurement of 3108-23400050002A Cylinder Head Post Processing Unit Construction for HE Series of Engine Production Construction Line Technical Reform Project (Phase one)(1),"Transport, storage service",重庆市
531,Procurement of 3108-23400050003A Cylinder Head Casting Unit Reform of Cylinder Head Casting Production Line for HE Series of Engine Production Construction Line Technical Reform Project (Phase one)(1),Machining,重庆市
532,Procurement of 1069-234Z20230061/03 Procurement project of Laser circuit engraving machine of Shanghai Jiao tong University(1),Electronic & communications,上海市
533,Procurement of 0739-2241G011CNPE CLASSIFIED GLOBE VALVES FOR ZHANGZHOU NPP PROJECT UNIT 3&4(3),Machining,福建省
534,Procurement of 0736-234020230021 Front axle beam Measuring System and Rotating Hub Drive System Upgrade of Chengdu East Assembly(1),"Transport, storage service",四川省
535,Procurement of 0724-2341CD196913 Bazhong Central Hospital Digital subtraction angiography system procurement project(1),Medical equipment & medicine,四川省
536,Procurement of 4197-2240XAESW002/14 Silicon Industrial Base Phase II Project of Xi'an ESWIN(2),Apparatus and Meter,陕西省
537,Procurement of 0747-2340SCCZE009 Intelligent production line for five-axis horizontal processing of titanium alloy(1),Others,辽宁省
538,Procurement of 0729-234OIT320007/07 Isothermal drip calorimeter(2),Apparatus and Meter,北京市
539,Procurement of 0729-234OIT320007/06 Flow cytometry analyzer and intelligent centrifuge and other equipment(2),Apparatus and Meter,北京市
540,Procurement of 0729-234OIT320007/05 Ultra high resolution laser confocal microscopy imaging system(2),Apparatus and Meter,北京市
541,Procurement of 0729-234OIT320007/04 Nuclear transfection apparatus(2),Apparatus and Meter,北京市
542,Procurement of 0729-234OIT320007/03 Protein purification system(2),Apparatus and Meter,北京市
543,Procurement of 0729-234OIT320007/02 All electric research grade scanning microscope and biosafety cabinet and other equipment(2),Apparatus and Meter,北京市
544,Procurement of 0729-234OIT320007/01 Electrostatic field orbit-trap high resolution LMS(2),Apparatus and Meter,安徽省
545,Procurement of 0736-234020230025 Ultrasonic flowmeter(1),Apparatus and Meter,吉林省
546,Procurement of 0712-224052203031/12 Sinopec Tianjin Petro-Chemical Company Project(1),Apparatus and Meter,天津市
547,Procurement of 4197-2240HZHFC001/46 12 Inch Integrated Circuit Manufacturing Project of Hangzhou HFC Semiconductor Corp.(2),Electronic & communications,浙江省
548,Procurement of 1069-234Z20230061/01 Procurement project of Laser confocal microscope of SHANGHAI Jiao Tong University(1),Apparatus and Meter,上海市
549,"Procurement of 4197-2140SHJT0001/353 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Machining,上海市
550,"Procurement of 4197-2140SHJT0001/195 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
551,"Procurement of 4197-2140SHJT0001/193 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",文体卫生;Others ;电子通信,上海市
552,"Procurement of 4197-2140SHJT0001/192 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",文体卫生;Others ;电子通信,上海市
553,"Procurement of 4197-2140SHJT0001/191 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",文体卫生;Others ;电子通信,上海市
554,"Procurement of 4197-2140SHJT0001/190 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
555,"Procurement of 4197-2140SHJT0001/189 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
556,"Procurement of 4197-2140SHJT0001/188 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
557,"Procurement of 4197-2140SHJT0001/187 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
558,"Procurement of 4197-2140SHJT0001/186 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
559,"Procurement of 4197-2140SHJT0001/185 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
560,"Procurement of 4197-2140SHJT0001/184 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
561,Procurement of 0747-2340SCCZE008 Titanium alloy six-axis boring and milling machining center(1),Machining,辽宁省
562,Procurement of 0664-2240SUMECR95/09 Deep silicon etching(2),Others,江苏省
563,Procurement of 0664-2240SUMECR95/10 PECVD (thin film deposition system)(1),Apparatus and Meter,江苏省
564,Procurement of 0664-2240SUMECR95/06 Single piece cleaning equipment(1),Environment protection,江苏省
565,"Procurement of 0660-2240DL445974/04 Jiangsu Hengli Hydraulic Technology Co., Ltd. purchase machining center and grinding machine(2)",Machining,江苏省
566,Procurement of 0687-224020220218/03 Sichuan University West China Hospital long fragment library construction system and other procurement projects(1),Medical equipment & medicine,四川省
567,Procurement of 0613-224022085587 Hookup Project(2),Electronic & communications,上海市
568,"Procurement of 0687-234020230011/02 Chengdu Dajin Aerospace Technology Co., Ltd. Aerospace Headquarters R&D Base - Intelligent Production Line and other procurement projects(1)",Others,四川省
569,"Procurement of 0687-234020230011/01 Chengdu Dajin Aerospace Technology Co., Ltd. Aerospace Headquarters R&D Base - Intelligent Production Line and other procurement projects(1)",Others,四川省
570,Procurement of 0664-2340SUMECA25/02 Neon helium equipment installation(1),Others,江苏省
571,Procurement of 0664-2340SUMECA25/01 Engineering and system integration process piping and equipment installation(1),Others,江苏省
572,Procurement of 0664-2340SUMECA25/03 Peripheral device prizing integration components(1),Machining,江苏省
573,Procurement of 1069-224Z20224803/02 Project of Field emission transmission electron microscope in East China University of science and technology(2),Apparatus and Meter,上海市
574,Procurement of 1069-224Z20224803/01 Project of Field emission scanning electron microscope in East China University of science and technology(2),Apparatus and Meter,上海市
575,Procurement of 0664-2340SUMECA27 Engine test bench(1),物流运输;Apparatus and Meter,广西壮族自治区
576,"Procurement of 0618-234TC2303004 Shougang Zhixin Qian'an Electromagnetic Material Co., Ltd High Grade Silicon Steel Heat Treatment Project Floating drying Furnace Equipment for Continuous Annealing equipment Line(1)",Machining,河北省
577,Procurement of 0705-224020603484 TIN Furnace(2),Apparatus and Meter,上海市
578,Procurement of 0613-224025243770 Automatic optical forming machine(2),Apparatus and Meter,江苏省
579,Procurement of 0613-224025243769 AOI&VRS(2),Apparatus and Meter,江苏省
580,"Procurement of 0677-2340J0192002 Wanhua Chemical Group Material CO., Ltd. 900KTA PDH Catofin Plant Project(1)",Machining,山东省
581,Procurement of 0687-224020220187/01 Equipment procurement project of thoracoscope system and other equipment of West China Hospital of Sichuan University (re bidding)(2),Medical equipment & medicine,四川省
582,Procurement of 4042-234CQCBJQ017 Project of purchasing medical equipment(second)(2),Medical equipment & medicine,重庆市
583,Procurement of 0664-2340SUMECA17 Automatic winder(2),"Textiles, wearing apparel",四川省
584,Procurement of 0736-224020220749 Universal Data Acquisition System(1),Electronic & communications,海南省
585,Procurement of 0705-224004075028 400MHz nuclear magnetic resonance spectrometer for ECUST(2),Apparatus and Meter,上海市
586,Procurement of 0729-224OIT323106 Wavelength Dispersive X-ray Fluorescence Spectrometer(2),Apparatus and Meter,辽宁省
587,Procurement of 0613-234021140244 SH31G series transmission assembly calibration equipment(1),"Transport, storage service",广西壮族自治区
588,Procurement of 0705-2242028133re Fourier infrared spectrometer procurement(2),Apparatus and Meter,上海市
589,"Procurement of 0762-2240CBNB1042/02 710TEU and 1000TEU Container Ship Construction Project of Ningbo Ocean Shipping Co., Ltd.(The second time)(2)","Transport, storage service",浙江省
590,Procurement of 0664-2240SUMECF61 VORTEX Spinning Machine(2),"Textiles, wearing apparel",浙江省
591,Procurement of 0736-224020220748 High Precision Gyroscope(1),Apparatus and Meter,海南省
592,"Procurement of 0720-2240zbzx0237 PetroChina Jilin Petrochemical Company Slurry cutting pump for 400,000 t/a latex ABS device(2)","Transport, storage service",吉林省
593,Procurement of 0610-2240IH011343 Transformation of connecting rod machining equipment(1),"Transport, storage service",北京市
594,Procurement of 0834-2241SH22A585 Process flowmeter(2),Apparatus and Meter,上海市
595,"Procurement of 0618-224TC22030CW High performance oriented silicon steel project oxygen nitrogen instrument and thermogravimetric instrument of Shougang Zhixin Qian'an Electromagnetic Materials Co., Ltd(1)",Apparatus and Meter,河北省
596,"Procurement of 1648-234ZJLJLNKY6 National Soil Quality Gongzhuling Observation and Experimental Station construction Project 3, Section 1(1)",Apparatus and Meter,吉林省
597,Procurement of 4197-214BOEMY0001/124 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(1),Machining,四川省
598,Procurement of 4197-214BOEMY0001/123 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(1),Electronic & communications,四川省
599,Procurement of 0730-234011020007/04 Sheet LLO Cleaner(2),Environment protection,福建省
600,Procurement of 0730-224011020007/115 Mura AOI(2),Apparatus and Meter,福建省
601,Procurement of 0720-2340zbzx0021 Film Casting Machine for PetroChina Liaoyang Petrochemical Company(1),Others,辽宁省
602,Procurement of 0722-234FE0015JT6 Multifunctional Mounter Procurement Project for the 49th Research Institute of China Electronics Technology Group Corporation(1),Machining,黑龙江省
603,Procurement of 0730-234011020006/07 Array Test-Medium size(2),Apparatus and Meter,福建省
604,Procurement of 0712-224052203031/13 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(1),Apparatus and Meter,天津市
605,Procurement of 0730-234011020006/06 Inline AOI(2),Apparatus and Meter,福建省
606,Procurement of 2469-234CY091ZBGJ Jining Medical College Affiliated Hospital Super High-end CT and Sub64CT Procurement Project (1),Medical equipment & medicine,山东省
607,Procurement of 0730-234011020006/05 AOI-1um(2),Apparatus and Meter,福建省
608,"Procurement of 0660-2240GMW56404 Chengdu Vistar Optoelectronics Co., Ltd. Cleaner System Procurement Project(2)",Environment protection,四川省
609,Procurement of 0712-224052203030/04 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(4),Apparatus and Meter,天津市
610,Procurement of 0675-234JOC103028/13 Molybdenum target(1),Medical equipment & medicine,江苏省
611,Procurement of 0675-234JOC103028/12 Digital gastrointestinal machine(1),Medical equipment & medicine,江苏省
612,Procurement of 0675-234JOC103028/11 DR(1),Medical equipment & medicine,江苏省
613,Procurement of 0675-234JOC103028/10 DSA(1),Medical equipment & medicine,江苏省
614,Procurement of 0675-234JOC103028/09 DSA(1),Medical equipment & medicine,江苏省
615,Procurement of 0675-234JOC103028/08 SPECT/CT(1),Medical equipment & medicine,江苏省
616,Procurement of 0675-234JOC103028/07 MRI(1),Medical equipment & medicine,江苏省
617,Procurement of 0675-234JOC103028/06 MRI(1),Medical equipment & medicine,江苏省
618,Procurement of 0675-234JOC103028/05 CT(1),Medical equipment & medicine,江苏省
619,Procurement of 0675-234JOC103028/04 CT(1),Medical equipment & medicine,江苏省
620,Procurement of 0675-234JOC103028/03 CT(1),Medical equipment & medicine,江苏省
621,Procurement of 0675-234JOC103028/02 CT(1),Medical equipment & medicine,江苏省
622,Procurement of 0675-234JOC103028/01 CT(1),Medical equipment & medicine,江苏省
623,Procurement of 0675-224JOC116018 ECMO(1),Medical equipment & medicine,江苏省
624,"Procurement of 0613-234024160335 Normal temperature environment simulation system of Shanghai Motor Vehicle Testing and Certification Technology Research Center Co., Ltd(1)",Apparatus and Meter,上海市
625,Procurement of 1648-234ZJLJLNKY5 Key Laboratory of Hybrid Soybean 3(1),Others,吉林省
626,Procurement of 0704-2240JDCP0830 Dustproof CV control valve and booster valve of CCR Unit for Refining and Chemical Integration Project of CNOOC Ningbo Daxie Petrochemical LTD(2),Machining,浙江省
627,Procurement of 0724-2340SW930026 Sun Yat-sen University Sun Yat-sen Memorial Hospital Shenzhen Shantou Central Hospital procurement of endoscopic surgery control system project(2),Medical equipment & medicine,广东省
628,Procurement of 4197-214VISIONOX3/43 G6 Flexible AMOLED Production Line Project(1),Apparatus and Meter;其他设备;电子通信;机械加工,安徽省
629,Procurement of 0664-2340SUMECA18 Automatic equipment at the tail end of classifier(2),Electronic & communications,四川省
630,Procurement of 0692-234B02780007 cored tablet press (including double-layer tablets) and related service projects (secondary)(2),Medical equipment & medicine,广东省
631,Procurement of 0813-224GMHG22302 Zhengzhou New Area Sewage Treatment Plant Phase II Project Procurement of Advanced Treatment and Other System Supporting Goods and Services(1),Others,河南省
632,Procurement of 0712-234062303003 Zhenhai Base (LPEC) On-line Hydrogen Analyzer Bidding Project(1),Apparatus and Meter,浙江省
633,Procurement of 0722-234FE0002JT6 Procurement Project of Gold Wire Ball Mounter (2),Others,河北省
634,"Procurement of 0819-224002300062 Medical Equipment (Intense Pulsed Light and Laser Systems, etc.)(1)",Apparatus and Meter;医药卫生,重庆市
635,Procurement of 0716-224JXC962270 Nangchang Cemented Carbide Limited Liability Company Five axis universal grinding machine procurement project[Rebidding](2),Machining,江西省
636,Procurement of 1147-234SQ2022421/03 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and a number of medical equipment procurement projects (the third)(1),Medical equipment & medicine,四川省
637,Procurement of 1147-234SQ2022421/02 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and a number of medical equipment procurement projects (the third)(1),Medical equipment & medicine,四川省
638,Procurement of 1147-234SQ2022421/01 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and a number of medical equipment procurement projects (the third)(1),Apparatus and Meter;医药卫生,四川省
639,Procurement of 1147-234SQ2022421/04 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and a number of medical equipment procurement projects (the third)(1),Apparatus and Meter;医药卫生,四川省
640,Procurement of 4042-234CQCBJQ012 Project of purchasing medical equipment(1),Medical equipment & medicine,重庆市
641,Procurement of 2664-2242022ZC369 Kaijiang County People's Hospital purchased the procurement project of medical equipment for the surgical building in the new district(1),Medical equipment & medicine,四川省
642,Procurement of 1009-2241HOLLYM22/01 Dongtai People's Hospital Artificial Heart and Lung Machine System and Other Equipment Procurement Project(2),Medical equipment & medicine,江苏省
643,Procurement of 4197-214BOEMY0001/120 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),Machining,四川省
644,Procurement of 4197-214BOEMY0001/118 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),Electronic & communications,四川省
645,Procurement of 4197-214BOEMY0001/119 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),Others,四川省
646,Procurement of 4197-214BOEMY0001/117 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),Others,四川省
647,Procurement of 0664-2340SUMECA09/01 6 c block line horizontal machining center(2),Machining,广西壮族自治区
648,Procurement of 0664-2340SUMECA09/02 Five axis machining center(2),Machining,广西壮族自治区
649,"Procurement of 0730-224011SZ0353/01 GreaTech Substrates Co., Ltd. Project-Single tin ball flattening machine (Rebid)(3)",Others,广东省
650,"Procurement of 0730-224011SZ0263/07 Sky Chip Interconnection Technology Co., Ltd project-FC placement machine (Rebid)(10)",Machining,广东省
651,Procurement of 2583-224THGC22068 Hulin City People's Hospital medical equipment procurement project(1),Medical equipment & medicine,黑龙江省
652,Procurement of 0679-224DFWHPK144 Gear grinding machine(2),Others,湖北省
653,"Procurement of 0712-224032201081 Jinshan Baling 250,000 tons/year thermoplastic elastomer project(2)",Apparatus and Meter,上海市
654,Procurement of 4197-2240XAESW002/17 Silicon Industrial Base Phase II Project of Xi'an ESWIN(1),Others,陕西省
655,Procurement of 4197-2240XAESW002/16 Silicon Industrial Base Phase II Project of Xi'an ESWIN(1),Others,陕西省
656,Procurement of 0712-234042303003/02 Zhenhai Base phase II acrylonitrile unit 39 on-line analysis instruments(1),Apparatus and Meter,浙江省
657,Procurement of 0712-234042303003/01 On-line chromatograph of acrylonitrile unit at Zhenhai Base(1),Apparatus and Meter,浙江省
658,Procurement of 0712-224042203066 On - line chromatograph for aromatics extraction unit in Zhenhai Refinery(1),Apparatus and Meter,浙江省
659,"Procurement of 0712-224042203070 Zhenhai refinery atmospheric distillation unit 1 on-line chromatograph, 3 distillation meters, 2 colorimeters(2)",Apparatus and Meter,浙江省
660,Procurement of 0712-224052203030/02 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(2),Apparatus and Meter,天津市
