,title,reference_no,tender_id
1385,[Special Repairs for face lifting of terminal building and City Side at Dibrugarh Airport],Special Repairs for face lifting of terminal building and City Side at Dibrugarh Airport] [AAI/DIB/E-C/e-NIT/Special repair terminal/22-23,2023_AAI_141884_1
1386,[SINGLE ROW CYLINDRICAL ROLLER BEARING],SINGLE ROW CYLINDRICAL ROLLER BEARING] [1/PE230047/1,2023_UCIL_142044_1
1387,[ KOL/PLG/ETENDER/TRANS/22-23/1], KOL/PLG/ETENDER/TRANS/22-23/1] [KOL/PLG/ETENDER/TRANS/22-23/1,2023_BSNL_141918_1
1388,[Rehabilitation and up gradation to 2-Lane with Paved shoulder for Jhajjar-Loharu from Km 0.000 to Km 97.864 of NH-334B in the State of Haryana-Regarding improvement of section from Ch. 42.280 to 47.000 and from Ch. 81.360 to 82.360],Rehabilitation and up gradation to 2-Lane with Paved shoulder for Jhajjar-Loharu from Km 0.000 to Km 97.864 of NH-334B in the State of Haryana-Regarding improvement of section from Ch. 42.280 to 47.000 and from Ch. 81.360 to 82.360] [PDBHI/Jhajar-Loharu/NH334B/RFP,2023_NHAI_142055_1
1389,[Dry Shipper with Shipping case and Universal Puck accessories],Dry Shipper with Shipping case and Universal Puck accessories] [BT/MANO/079/2023/DRYSHIPPER,2023_IITM_142056_1
1390,[CITECT SCADA SERVER],CITECT SCADA SERVER] [1/PE230046/1,2023_UCIL_142034_1
1391,[SPARES FOR BIECO LAWRIE],SPARES FOR BIECO LAWRIE] [1/PE230045/1,2023_UCIL_142031_1
1392,[UP KEEPING WORK OF VARIOUS BUILDING AND ROADS AND OTHER AREAS THOSE WHICH ARE NOT UNDER AMC ARC OF POWER PLANT AT RTPS DVC FOR ONE YEAR],UP KEEPING WORK OF VARIOUS BUILDING AND ROADS AND OTHER AREAS THOSE WHICH ARE NOT UNDER AMC ARC OF POWER PLANT AT RTPS DVC FOR ONE YEAR] [DVC/TENDER/RTPS/CIVIL/00190,2023_DVC_141850_1
1393,[GMT/SLG BA/4G/e-Tender/OFC/2022-23],GMT/SLG BA/4G/e-Tender/OFC/2022-23] [GMT/SLG BA/4G/e-Tender/OFC/2022-23,2023_BSNL_141909_1
1394,[License for setting up unmanned counter for free calling facility inside arrival hall with outlet for sale of SIM Cards at Srinagar Airport],License for setting up unmanned counter for free calling facility inside arrival hall with outlet for sale of SIM Cards at Srinagar Airport] [AAI/SXR/COMML/RET-SIM/2023/04,2023_AAI_141954_1
1395,[Provision of Ring Main Supply for Nav-aids and other Associated Electrical Works at Jabalpur Airport],Provision of Ring Main Supply for Nav-aids and other Associated Electrical Works at Jabalpur Airport] [AAI/JBP/ENGG-E/22-23/NIT-03,2023_AAI_141001_1
1396,[Hiring of Vehicle like Tata Sumo Bolero Marshal etc for the use by DVC Konar Dispensary as a Mobile Van for CSR Outreach Health Immunization Programme Cluster I for 5 days in a week from 9 AM to 5 PM For Two year],Hiring of Vehicle like Tata Sumo Bolero Marshal etc for the use by DVC Konar Dispensary as a Mobile Van for CSR Outreach Health Immunization Programme Cluster I for 5 days in a week from 9 AM to 5 PM For Two year] [DVC Tender Konar Civil 00055,2023_DVC_141966_1
1397,[e-tender for Repairing of SMPS Power Plants located at Mobile BTS sites of Rourkela BA],e-tender for Repairing of SMPS Power Plants located at Mobile BTS sites of Rourkela BA] [N-31/2022-23/1,2023_BSNL_141961_1
1398,"[CONSTRUCTION OF BORDER FLOOD LIGHTING ALONG INDOBANGLADESH BORDER IN THE STATE OF TRIPURA FROM BP NO. 2270 To 2273/ 10KM TO BP NO. 2273 to 2275 5.0KM, (15KM)]","CONSTRUCTION OF BORDER FLOOD LIGHTING ALONG INDOBANGLADESH BORDER IN THE STATE OF TRIPURA FROM BP NO. 2270 To 2273/ 10KM TO BP NO. 2273 to 2275 5.0KM, (15KM)] [NPCC/NEZ/GHY/IBB/TR/26",2023_NPCC_141991_1
1399,[Annual Rate Contract for Maintenance/ Extension of Local Area Network (Passive Parts).],Annual Rate Contract for Maintenance/ Extension of Local Area Network (Passive Parts).] [BVFCL/MS/Networking/10,2023_BVFCL_141965_1
1400,[Provision of paver blocks],Provision of paver blocks] [AAI/GOA/Engg(C)/PAV/2022-23,2023_AAI_141635_1
1401,[SUPPLY AND INSTALLATION OF FIBER OPTIC OUTDOOR IP65 WEATHER PROOF CABINET IN COAL JETTY I],SUPPLY AND INSTALLATION OF FIBER OPTIC OUTDOOR IP65 WEATHER PROOF CABINET IN COAL JETTY I] [MEE-SE-EE-ELECPNPR(3406)-2022,2023_VOCPT_141938_1
1402,"[Appointment of Safety Consultant for 4 laning of Dhillon Nagar(Moga) to Bajakhana(Lambwali) section of NH-105B,(Greenfield Alignment) from design Chainage Km. 0.000 to Km 43.319 under Bharatmala Pariyojana in the State of Punjab onHybrid Annuity Mode]","Appointment of Safety Consultant for 4 laning of Dhillon Nagar(Moga) to Bajakhana(Lambwali) section of NH-105B,(Greenfield Alignment) from design Chainage Km. 0.000 to Km 43.319 under Bharatmala Pariyojana in the State of Punjab onHybrid Annuity Mode] [ROCHD/11076/Safety Consultant/RFP ",2023_NHAI_141985_1
1403,"[TERMS OF REFERENCE(TOR) FOR ENTERING INTO PURCHASE AGREEMENT WITH REPUTED TRADERS FOR IMPORT OF 2,00,000 MT of DAP IN A YEAR]","TERMS OF REFERENCE(TOR) FOR ENTERING INTO PURCHASE AGREEMENT WITH REPUTED TRADERS FOR IMPORT OF 2,00,000 MT of DAP IN A YEAR] [BVFCL/MKTG/22-23/IMP/DAP/01",2023_BVFCL_141976_1
1404,[Manufacture and Supply of Dynamic Brake Grid Resister ],Manufacture and Supply of Dynamic Brake Grid Resister ] [RITES/EXPO/SLR/Dynamic Brake Grid Resister/01,2023_RITES_141942_1
1405,[M17174 Construction of R.C.C. Sump for De-watering at 388-400 MRL South of Mine at MCP],M17174 Construction of R.C.C. Sump for De-watering at 388-400 MRL South of Mine at MCP] [M17174,2023_HCL_141960_1
1406,[SINGLE ROW DEEP GROOVE BALL BEARING],SINGLE ROW DEEP GROOVE BALL BEARING] [1/PE230044/1,2023_UCIL_141916_1
1407,[Construction of City Side Arches with Glass Fibre Reinforced Concrete (Pigmented/coloured) for New Terminal Building at Kolhapur Airport],Construction of City Side Arches with Glass Fibre Reinforced Concrete (Pigmented/coloured) for New Terminal Building at Kolhapur Airport] [AAI/RHQ-WR/KOLHAPUR/City Side Arches/2023,2023_AAI_141835_1
1408,"[Supply of electrical spares at VSS Airport, Jharsuguda]","Supply of electrical spares at VSS Airport, Jharsuguda] [AAI/JSG/AGM(EE)/eNIT-16/2023",2023_AAI_141864_1
1409,"[Renovation of Porta Cabin at New Airport Colony, Mumbai. ]","Renovation of Porta Cabin at New Airport Colony, Mumbai. ] [AAI/MUM/NAC/E-C/22-23/PORTACAB",2023_AAI_141655_1
1410,[Compact Solvent Drying System],Compact Solvent Drying System] [35-IMP-52-P-22,2023_CSIR_141898_1
1411,[Appointment of Road Safety Consultant for completed Projects under jurisdiction of PIU Mirzapur],Appointment of Road Safety Consultant for completed Projects under jurisdiction of PIU Mirzapur] [11015/NHAI/RSC/2022-23/5,2023_NHAI_141968_1
1412,[DC/B378-000-YL-MR-2236/180],DC/B378-000-YL-MR-2236/180] [DC/B378-000-YL-MR-2236/180,2023_GAIL_140885_1
1413,[Construction of Perimeter wall and road around State Guest house for segregating it from operational area of Dehradun Airport],Construction of Perimeter wall and road around State Guest house for segregating it from operational area of Dehradun Airport] [AAI/DDN/State Guest House/2022-23/,2023_AAI_141949_1
1414,[12(369)/2181/22-23/Pur],12(369)/2181/22-23/Pur] [12(369)/2181/22-23/Pur,2023_CSIR_141907_1
1415,[Procurement of ESWL],Procurement of ESWL] [HITES/PCD/PMSSY-IV/29/URLG/ 2022-23,2023_HLL_141868_1
1416,[rewinding of 3 Phase 415 volts slip-ring induction motor ],rewinding of 3 Phase 415 volts slip-ring induction motor ] [RCF / Elect /3(8)/Motor Rewinding/ 2022-23,2023_CCI_141711_1
1417,[OFC Patch work],OFC Patch work] [ASCO-21/12(13)/1/2023-GMTD SCR PLG ADMN,2023_BSNL_141905_1
1418,[NIET for operation of Money Exchange Facility in Arrival area of Visakhapatnam Airport],NIET for operation of Money Exchange Facility in Arrival area of Visakhapatnam Airport] [AAI/VZ/COMML/MEXAr/,2023_AAI_141801_1
1419,[Electrical and Instrument Works],Electrical and Instrument Works] [36/20635,2023_IREL_141917_1
1420,[Establihment of ASTI at Juhu Airport],Establihment of ASTI at Juhu Airport] [AAI/AGM(E-C)/E-NIT/JJ/ ,2023_AAI_141875_1
1421,[Providing of Incident Management Services for the stretch from Km 81/000 to Km 202/600 along Vellore to Viluppuram Section of NH-234 in the State of Tamil Nadu],Providing of Incident Management Services for the stretch from Km 81/000 to Km 202/600 along Vellore to Viluppuram Section of NH-234 in the State of Tamil Nadu] [PIU-VPM/IMS-NH-234/22-23/01,2023_NHAI_141913_1
1422,[Re-construction of G-Taxiway and allied work],Re-construction of G-Taxiway and allied work] [AAC/EMD-II/TWY-G/2023,2023_AAI_140689_1
1423,[EMPANELMENT OF CONSULTING FIRMS ],EMPANELMENT OF CONSULTING FIRMS ] [RITES/HW/EMP/2023/01,2023_RITES_141863_1
1424,"[Contractors for Pre-Bid tie up with RITES LTD. for the work of Design, Engineering, Procurement, Construction, Completion, Testing and Commissioning of Electric Loco Manufacturing Unit at at Dahod Workshop, Gujarat on EPC MODE]","Contractors for Pre-Bid tie up with RITES LTD. for the work of Design, Engineering, Procurement, Construction, Completion, Testing and Commissioning of Electric Loco Manufacturing Unit at at Dahod Workshop, Gujarat on EPC MODE] [RITES LTD./BD/UI/EPC/2022",2023_RITES_141896_1
1425,[Allele-specific Yeast mRNAseq and RiboSeq],Allele-specific Yeast mRNAseq and RiboSeq] [BT/HIMA/078/2023/ALLESPECYEAST,2023_IITM_141933_1
1426,[Open e-tender for Appointment of CFS Agent for Handling Work of Imported Bulk Fertilizers at Vizag Port],Open e-tender for Appointment of CFS Agent for Handling Work of Imported Bulk Fertilizers at Vizag Port] [Open e-Tender for Appointment of CFS Agent,2023_NFL_141772_1
1427,[ANNUAL RATE CONTRACT FOR TRANSPORTATION OF PROJECT MATERIALS ON PAN INDIA BASIS],ANNUAL RATE CONTRACT FOR TRANSPORTATION OF PROJECT MATERIALS ON PAN INDIA BASIS] [GAIL/NOIDA/CP/PROJ/22-37,2023_GAIL_141899_1
1428,"[E-tenders are invited for award of License for RADIO (REMOTE) GROUND STATION RGS at Khajuraho Airport, Khajuraho (M.P.)]","E-tenders are invited for award of License for RADIO (REMOTE) GROUND STATION RGS at Khajuraho Airport, Khajuraho (M.P.)] [NR-24022/3/2022-APD-NR",2023_AAI_141912_1
1429,[ARC for Maintenance of Public Address System and Telephone Lines and Sets of CTPS Power House as well as DVC CTPS Colony for period of 02 Years.],ARC for Maintenance of Public Address System and Telephone Lines and Sets of CTPS Power House as well as DVC CTPS Colony for period of 02 Years.] [DVC/Tender/CTPS/OSF/Works and Service/00021/REV_1,2023_DVC_141876_1
1430,[RFQ 10147 FACE LIFTING AND MISC. REPAIR JOBS AT KCC HOSPITAL IN KHETRI NAGAR TOWNSHIP],RFQ 10147 FACE LIFTING AND MISC. REPAIR JOBS AT KCC HOSPITAL IN KHETRI NAGAR TOWNSHIP] [RFQ10147 FACE LIFTING AT KCC HOSP.,2023_HCL_141856_1
1431,[Selection of Backend Partner for Network Equipments and LAN],Selection of Backend Partner for Network Equipments and LAN] [TCIL/2022-23/ITandT1/RajNET-1,2023_TCIL_141886_1
1432,[CS for IE for Rehabilitation and upgradation of NH340C PKG1- from Kurnool to Mandlem 4 lane with paved shoulders (DL 30.600 kms) in AP under NH(O) on HAM. PKG-2-from Mandlem Atmakur to 4 lane paved shoulders(DL 35.515 kms)in AP under NH(O)on HAM.],CS for IE for Rehabilitation and upgradation of NH340C PKG1- from Kurnool to Mandlem 4 lane with paved shoulders (DL 30.600 kms) in AP under NH(O) on HAM. PKG-2-from Mandlem Atmakur to 4 lane paved shoulders(DL 35.515 kms)in AP under NH(O)on HAM.] [NHAI/Tech/IE/ NH-340C/KRN-MAN-ATK/2023 ,2023_NHAI_141871_1
1433,"[Miscellaneous Civil and Electrical Renovation Works at Duty Free Shop, Cochin Port, Kochi, Kerala]","Miscellaneous Civil and Electrical Renovation Works at Duty Free Shop, Cochin Port, Kochi, Kerala] [Engg/DFS/Kochi/2023",2023_ITDC_141790_1
1434,[Construction of Boiler Maintenance bay inside Power House CTPS ],Construction of Boiler Maintenance bay inside Power House CTPS ] [DVC/CTPS/CIVIL/W-00122,2023_DVC_141857_1
1435,"[CAMC of Package/VRF ACs,CAMC of Split AC and Water Cooler at Imphal Airport]","CAMC of Package/VRF ACs,CAMC of Split AC and Water Cooler at Imphal Airport] [AAI/IMP/AGM(E)/e-NIT-MW-04",2023_AAI_141812_1
1436,"[TENDER FOR 1-YEAR RATE CONTRACT FOR PROCUREMENT OF MDPE DIA. 125MM PIPE FOR CGD NETWORK OF PUNE, NASHIK AND SINDHUDURG GA]","TENDER FOR 1-YEAR RATE CONTRACT FOR PROCUREMENT OF MDPE DIA. 125MM PIPE FOR CGD NETWORK OF PUNE, NASHIK AND SINDHUDURG GA] [MNGL/CP/2022-23/184",2023_MNGL_141861_1
1437,[Construction of Seven FoBs between Km 307.700 and Km 364.000 along with RCC Crash Barrier of 600m length at Km 336.550 on Surat Vapi Section of NH_48 in the State of Gujarat on EPC Mode],Construction of Seven FoBs between Km 307.700 and Km 364.000 along with RCC Crash Barrier of 600m length at Km 336.550 on Surat Vapi Section of NH_48 in the State of Gujarat on EPC Mode] [Bid/ NHAI/RO-GNR/Tender/2023/SV,2023_NHAI_141852_1
1438,[Construction of 6lane Greenfield Ambala Ring Rd starting from Jn with Shamli Ambala sec of NH344GM near Kapuri Design km 18.226 and terminating at Ismailabad Ambala Sec of NH152 near Bhari Design km 40.750 under BMP in Haryana.],Construction of 6lane Greenfield Ambala Ring Rd starting from Jn with Shamli Ambala sec of NH344GM near Kapuri Design km 18.226 and terminating at Ismailabad Ambala Sec of NH152 near Bhari Design km 40.750 under BMP in Haryana.] [NHAI/Ambala Ring Road/2023/HR,2023_NHAI_141851_1
1439,"[Assistance to the maintenance work, cleaning and other miscellaneous jobs as and when required in respect of all the equipment pertaining to EM and PC section, DVC, BTPS for a period of 08 months from 01.03.2023 to 31.10.2023 for 09 nos. of labours.]","Assistance to the maintenance work, cleaning and other miscellaneous jobs as and when required in respect of all the equipment pertaining to EM and PC section, DVC, BTPS for a period of 08 months from 01.03.2023 to 31.10.2023 for 09 nos. of labours.] [DVC/Tender/BTPS/EMPC 1/C and M/W and S/00004",2023_DVC_141846_1
1440,[Const. of 4 lane access controlled Greenfield Atal Progressway(Chambal Expressway)from km 265.000(vilL. Maithana Morena Dist.)to km 312.950(vill. Kuretha in Morena Dist.)under BMP in Madhya Pradesh(PKG VI) on HAM],Const. of 4 lane access controlled Greenfield Atal Progressway(Chambal Expressway)from km 265.000(vilL. Maithana Morena Dist.)to km 312.950(vill. Kuretha in Morena Dist.)under BMP in Madhya Pradesh(PKG VI) on HAM] [NHAI/HQ/MP/Atal Progressway/ Proc/Pkg6/2023,2023_NHAI_141848_1
1441,[Construction of 6lane Greenfield Ambala Ring Rd starting from Jn with Shamli Ambala sec of NH344GM near Kapuri Design km 18.226 and terminating at Ismailabad Ambala Sec of NH152 near Bhari Design km 40.750 under BMP in Haryana.],Construction of 6lane Greenfield Ambala Ring Rd starting from Jn with Shamli Ambala sec of NH344GM near Kapuri Design km 18.226 and terminating at Ismailabad Ambala Sec of NH152 near Bhari Design km 40.750 under BMP in Haryana.] [NHAI/Ambala Ring Road/2023/HR,2023_NHAI_141851_1
1442,"[Assistance to the maintenance work, cleaning and other miscellaneous jobs as and when required in respect of all the equipment pertaining to EM and PC section, DVC, BTPS for a period of 08 months from 01.03.2023 to 31.10.2023 for 09 nos. of labours.]","Assistance to the maintenance work, cleaning and other miscellaneous jobs as and when required in respect of all the equipment pertaining to EM and PC section, DVC, BTPS for a period of 08 months from 01.03.2023 to 31.10.2023 for 09 nos. of labours.] [DVC/Tender/BTPS/EMPC 1/C and M/W and S/00004",2023_DVC_141846_1
1443,[PROCUREMENT OF LITHIUM BATTERY SYSTEM ],PROCUREMENT OF LITHIUM BATTERY SYSTEM ] [NAL/PUR/STTD/368/20-Z,2023_CSIR_141844_1
1444,[Shifting of Gas Suppression system from New DVOR to Old DVOR at C.A. Rajkot.],Shifting of Gas Suppression system from New DVOR to Old DVOR at C.A. Rajkot.] [AAI/RAJ/SM (E-E)/NIT-13/22-23,2023_AAI_141586_1
1445,[SIC OF FLAMEPROOF LED LIGHTS FOR SV-IP STATIONS UNDER VIJAIPUR REGIONS],SIC OF FLAMEPROOF LED LIGHTS FOR SV-IP STATIONS UNDER VIJAIPUR REGIONS] [GAIL/VH/CNP/C22385/MS/PL/2022,2023_GAIL_141436_1
1446,"[Supply, Installation, commissioning and demonstration of Hot Stage Microscope ]","Supply, Installation, commissioning and demonstration of Hot Stage Microscope ] [CFTRI/74241/2022-23",2023_CSIR_141829_1
1447,[Manufacture and Supply of Self Contained Buffer Plunger ],Manufacture and Supply of Self Contained Buffer Plunger ] [RITES/EXPO/SLR/Buffer Plunger/01,2023_RITES_141778_1
1448,"[Design, Build, Own, Operate and Transfer of Bio-gas Plant of 2 Tonne per day capacity at IIT Madras]","Design, Build, Own, Operate and Transfer of Bio-gas Plant of 2 Tonne per day capacity at IIT Madras] [29/2022-23/Biogas",2023_IITM_141806_1
1449,[COMMERCIAL SPECIFICATION FOR AUGMENTATION OF 132KV MAIN RECEIVING STATION (MRS) AT MALANJKHAND COPPER PROJECT MADHYA PRADESH INDIA],COMMERCIAL SPECIFICATION FOR AUGMENTATION OF 132KV MAIN RECEIVING STATION (MRS) AT MALANJKHAND COPPER PROJECT MADHYA PRADESH INDIA] [HCL/MCP/2022-23/132KV,2023_HCL_141815_1
1450,[NIT for RGS (Radio Ground Station) at Imphal Airport],NIT for RGS (Radio Ground Station) at Imphal Airport] [AAI/IMP/Comml/RGS,2023_AAI_141826_1
1451,[Repair of Faulty SMPS Modules in Bangalore Telecom District and KOLAR BA],Repair of Faulty SMPS Modules in Bangalore Telecom District and KOLAR BA] [AGM (MM)/T-56/ SMPS Repair /2022-23,2023_BSNL_141811_1
1452,"[Custom Clearance and Forwarding,Handling, Storing,Stacking,Transport of materials like Rails,Turnouts,EJs,IJs, Synthetic Sleepers,Fastenings etc. from Hazira port Gujarat to site stores or depots at various locations, for MAHSR T2 Project]","Custom Clearance and Forwarding,Handling, Storing,Stacking,Transport of materials like Rails,Turnouts,EJs,IJs, Synthetic Sleepers,Fastenings etc. from Hazira port Gujarat to site stores or depots at various locations, for MAHSR T2 Project] [IRCON/3026/MAHSR/T2/Material Transport BLT/R1",2023_IRCON_141807_1
1453,"[Sweeping, Cleaning, Moping of Dispensary, School, Civil Sub Division Office]","Sweeping, Cleaning, Moping of Dispensary, School, Civil Sub Division Office] [DVC/Tender/MAITHON/KONAR CIVIL/00128",2023_DVC_141834_1
1454,[NIT for Supply and Installation of Multifunctional Machines ],NIT for Supply and Installation of Multifunctional Machines ] [CIMAP/PUR-78(01)2022,2023_CSIR_141598_1
1455,[Microscope Incubation System with Temperature and Humidity Control],Microscope Incubation System with Temperature and Humidity Control] [PY/BASU/77/2023/INCUBSYSTM,2023_IITM_141838_1
1456,[DE OFC CN(TX W-Mtce)/JDP/Tender/OFC Rehab /2022-23 Dated 16.01.2023],DE OFC CN(TX W-Mtce)/JDP/Tender/OFC Rehab /2022-23 Dated 16.01.2023] [DE OFC CN(TX W-Mtce.)/JDP/Tender/OFC Rehab /2022-2,2023_BSNL_141800_1
1457,"[Cleaning of jungle, drain, roof etc. and sweeping of roads under R.B.C SubDivision, DVC, Maithon.]","Cleaning of jungle, drain, roof etc. and sweeping of roads under R.B.C SubDivision, DVC, Maithon.] [DVC/Tender/MAITHON/Maithon Division/00191",2023_DVC_141767_1
1458,[Composite Works under Patch works in various OFC routes of Mangaluru Mtce Region - SEC 2],Composite Works under Patch works in various OFC routes of Mangaluru Mtce Region - SEC 2] [DE/TPD/MR/E-tender/Trenching P/L/Vol.I/2022-23/51,2023_BSNL_141756_2
1459,[Composite Works under Patch works in various OFC routes of Mangaluru Mtce Region - SEC 1],Composite Works under Patch works in various OFC routes of Mangaluru Mtce Region - SEC 1] [DE/TPD/MR/E-tender/Trenching P/L/Vol.I/2022-23/51,2023_BSNL_141756_1
1460,"[Construction of PCC Road in village Poraiya under CSR of DVC, Tilaiya Dam]","Construction of PCC Road in village Poraiya under CSR of DVC, Tilaiya Dam] [DVC/Tender/MAITHON/KONAR CIVIL/00127",2023_DVC_141792_1
1461,"[Construction of Boundary wall of middle School, Singrawan under CSR DVC Tilaiya Dam.]","Construction of Boundary wall of middle School, Singrawan under CSR DVC Tilaiya Dam.] [DVC/Tender/MAITHON/KONAR CIVIL/00126",2023_DVC_141785_1
1462,"[Facility Services in NHAI s Regional Office and its Project Implementation Units. Providing manpower viz. Stenographers Accountants Computer Operators Office Assistants, Site Engineers Peon Chowkidar Security Guards Sweepers for two years ]","Facility Services in NHAI s Regional Office and its Project Implementation Units. Providing manpower viz. Stenographers Accountants Computer Operators Office Assistants, Site Engineers Peon Chowkidar Security Guards Sweepers for two years ] [NHAI/12011/10/RO/OD/2022",2023_NHAI_141814_1
1463,[CONSTRUCTION OF RCC ROAD OFFICE TO PLATFORM ADJACENT TO LINE NO 23 AREA DEVELOPMENT FOR CAR PARKING FROM PIER NO. 127 TO PIER NO 130 AT EJC YARD AND PAINTING WORK OVER THE PAVEMENT OF PLATFORM IN SHYAMA PRASAD MOOKERJE PORT],CONSTRUCTION OF RCC ROAD OFFICE TO PLATFORM ADJACENT TO LINE NO 23 AREA DEVELOPMENT FOR CAR PARKING FROM PIER NO. 127 TO PIER NO 130 AT EJC YARD AND PAINTING WORK OVER THE PAVEMENT OF PLATFORM IN SHYAMA PRASAD MOOKERJE PORT] [IPRCL/KOL/PRO/SMPK/01,2023_IPRCL_141796_1
1464,"[Annual Rate Contract for procurement of 22 KW Electric Motor Driven 250 SCMH capacity Hydraulic Booster Compressor for CNG and CGD Network of MNGL for Pune, Nashik, Nanded and Nizamabad GA]","Annual Rate Contract for procurement of 22 KW Electric Motor Driven 250 SCMH capacity Hydraulic Booster Compressor for CNG and CGD Network of MNGL for Pune, Nashik, Nanded and Nizamabad GA] [MNGL/CP/2022-23/183",2023_MNGL_141808_1
1465,[MOULDED CASE CIRCUIT BREAKERS],MOULDED CASE CIRCUIT BREAKERS] [1/PE230004/8,2023_UCIL_141775_1
1466,[4G OFC Laying VIZAG Lothegedda TE Lothegedda BTS],4G OFC Laying VIZAG Lothegedda TE Lothegedda BTS] [E 300914 VSK BA-19/14(11)/4/2022-CM PLG AND BTS VM,2023_BSNL_141793_1
1467,[4G OFC Laying VIZAG Pedabayalu TE to Chuttimetta],4G OFC Laying VIZAG Pedabayalu TE to Chuttimetta] [E 300914 VSK BA-19/14(11)/4/2022-CM PLG AND BTS VM,2023_BSNL_141787_1
1468,[RELAY],RELAY] [1/PE230006/8,2023_UCIL_141784_1
1469,[E-tender for Repair and Renovation of 42 Bedded Ward at Govt. Medical College District Deoria Uttar Pradesh.],E-tender for Repair and Renovation of 42 Bedded Ward at Govt. Medical College District Deoria Uttar Pradesh.] [UPZ/356/DEORIA/R-R/22-23/933,2023_NPCC_141167_1
1470,[SPARE CAPACITOR DUTY CONTACTORS],SPARE CAPACITOR DUTY CONTACTORS] [1/PE221050/8,2023_UCIL_141752_1
1471,[COARSE PEBBELS],COARSE PEBBELS] [1/PE221054/8,2023_UCIL_141758_1
1472,[Radio Remote Ground Station RGS at Pune Airport],Radio Remote Ground Station RGS at Pune Airport] [01/2023,2023_AAI_141671_1
1473,[Construction of 30 feet Triangular Masts (5 Nos) for RCAG antennas at Kalaburagi Airport],Construction of 30 feet Triangular Masts (5 Nos) for RCAG antennas at Kalaburagi Airport] [AAI/KAL/ENGG(C)/2022-23/01,2023_AAI_141744_1
1474,[Sweet and Confectionary Shop ) Dep. area inside NITB ) At Aurangabad Airport-WR],Sweet and Confectionary Shop ) Dep. area inside NITB ) At Aurangabad Airport-WR] [AAI/AU/COML/SWEETCON/2023,2023_AAI_141496_1
1475,[Snack Bar Counter -Outside NITB At Aurangabad Airport-WR],Snack Bar Counter -Outside NITB At Aurangabad Airport-WR] [AAI/AU/COML/SBC-OUTSIDE/2023,2023_AAI_141431_1
1476,[Covenience Retail Shop Contract At Aurangabad Airport-WR],Covenience Retail Shop Contract At Aurangabad Airport-WR] [AAI/AU/COML/CRETAIL/2023,2023_AAI_141497_1
1477,[Providing water sprinkling system around ash pond along the bypass road to suppress air pollution in compliance of pollution norms],Providing water sprinkling system around ash pond along the bypass road to suppress air pollution in compliance of pollution norms] [DVC/Tender/CTPS/W-00124,2023_DVC_141741_1
1478,[Customized Shared In-Building solutions At Aurangabad Airport-WR],Customized Shared In-Building solutions At Aurangabad Airport-WR] [AAI/AU/COML/IBS/JAN2023,2023_AAI_141429_1
1479,"[Laying PLB,Asociated wrks OpenTrench,Trenchless,UG OFCable Pulling,procurement of 6M 8M tubular poles with acessories for OverHead ADSS OFcable,erection poles,slinging of ADSS Cable splicing for Gottalarevu,Tallakattupalli, Kannarapadu, Veeramaddigud]","Laying PLB,Asociated wrks OpenTrench,Trenchless,UG OFCable Pulling,procurement of 6M 8M tubular poles with acessories for OverHead ADSS OFcable,erection poles,slinging of ADSS Cable splicing for Gottalarevu,Tallakattupalli, Kannarapadu, Veeramaddigud] [ELR/NWP/4G SATURATION/OFC TENDER 5",2023_BSNL_141665_1
1480,"[Supply, Erection, Testing, Commissioning for power supply arrangement at 33 KV level to Ms. SAIL, Jitpur from DVCs Patherdih Substation]","Supply, Erection, Testing, Commissioning for power supply arrangement at 33 KV level to Ms. SAIL, Jitpur from DVCs Patherdih Substation] [DVC/Tender/ CE_TSC/C_M/00035 ",2023_DVC_141662_1
1481,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_4
1482,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_2
1483,[OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD],OPEN E-TENDER FOR ALLOTMENT OF ADVERTISEMENT RIGHTS THROUGH UNIPOLE SITES/FLAG SIGN CLUSTERS UNDER THE JURISDICTION OF MCD] [ADVT/E-TENDER-13/22-23/D-1166 ,2023_SDMC_141719_9
