doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,country_alpha,country_mfn,currency_code,converted_amount_usd
524643-2021,Active,,France,Maubeuge,Engineering services,France-Maubeuge: Engineering services,524643-2021,15/10/2021,201,MAUBEUGE,commune de Maubeuge,FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71300000 - Engineering services,FRE11,https://ville-maubeuge.fr/,Public procurement Directive 2014/24/EU,nan,187805-2021,16/04/2021,21/05/2021,3 - Contract notice,Commune de Maubeuge,524643-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524642-2021,Active,,France,Bozel,Building-cleaning services,France-Bozel: Building-cleaning services,524642-2021,15/10/2021,201,BOZEL,communauté de communes Val Vanoise (20004079800015),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,90911200 - Building-cleaning services,FRK27,https://www.valvanoise.fr/,Public procurement Directive 2014/24/EU,nan,342823-2021,07/07/2021,02/08/2021,3 - Contract notice,Communauté de communes Val Vanoise (20004079800015),524642-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524641-2021,Active,,France,Clermont-Ferrand,Engineering studies,France-Clermont-Ferrand: Engineering studies,524641-2021,15/10/2021,201,CLERMONT-FERRAND,departement du puy de dome (22630001000015),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71335000 - Engineering studies,FRK14,http://www.puy-de-dome.fr,Public procurement Directive 2014/24/EU,nan,287121-2021,08/06/2021,05/07/2021,3 - Contract notice,Département du Puy-de-Dôme (22630001000015),524641-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524640-2021,Active,,France,Grenoble,Event services,France-Grenoble: Event services,524640-2021,15/10/2021,201,GRENOBLE,grenoble-alpes metropole (20004071500019),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"71241000 - Feasibility study, advisory service, analysis79952000 - Event services",FRK24,http://www.lametro.fr,Public procurement Directive 2014/24/EU,nan,289262-2021,09/06/2021,05/07/2021,3 - Contract notice,Grenoble-Alpes Métropole (20004071500019),524640-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524639-2021,Active,,France,Paris,Courier services,France-Paris: Courier services,524639-2021,15/10/2021,201,PARIS,Haut Conseil Commissariat aux Comptes,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,72267100 - Maintenance of information technology software48613000 - Electronic data management (EDM)64121000 - Multi-modal courier services64120000 - Courier services,FR101,https://www.h3c.org/,Public procurement Directive 2014/24/EU,nan,314561-2021,22/06/2021,20/07/2021,3 - Contract notice,Haut Conseil Commissariat aux Comptes,524639-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524627-2021,Active,,France,Monestier-de-Clermont,Commissioning of heating installations,France-Monestier-de-Clermont: Commissioning of heating installations,524627-2021,15/10/2021,201,MONESTIER-DE-CLERMONT,communauté de Communes du Trièves (775 667 371 001),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,2 - The most economic tender,50721000 - Commissioning of heating installations,FR,https://www.cc-trieves.fr/,Public procurement Directive 2014/24/EU,nan,385510-2021,30/07/2021,24/09/2021,3 - Contract notice,Communauté de communes du Trièves (20003065800013),524627-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524619-2021,Active,,France,Marseille,Services provided by bed and breakfast establishments,France-Marseille: Services provided by bed and breakfast establishments,524619-2021,15/10/2021,201,MARSEILLE,région Provence Alpes Côte d'azur (23130002100012),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,55270000 - Services provided by bed and breakfast establishments,FRL,http://www.maregionsud.fr,Public procurement Directive 2014/24/EU,nan,233283-2018,31/05/2018,28/06/2018,3 - Contract notice,Région Provence Alpes Côte d'azur (23130002100012),524619-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524616-2021,Active,,France,Angers,Internet services,France-Angers: Internet services,524616-2021,15/10/2021,201,ANGERS,PODELIHA (05720113900045),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,72400000 - Internet services,FRG02,www.podeliha.fr,Public procurement Directive 2014/24/EU,nan,27829-2021,20/01/2021,22/02/2021,3 - Contract notice,Podeliha (05720113900029),74990-2021,12/02/2021,22/02/2021,2 - Additional information,Podeliha (05720113900029),524616-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524609-2021,Active,,France,Toulouse,Survey services,France-Toulouse: Survey services,524609-2021,15/10/2021,201,TOULOUSE,toulouse metropole (24310051800170),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,79311000 - Survey services,FRJ23,https://www.toulouse-metropole.fr/,Public procurement Directive 2014/24/EU,nan,271313-2021,31/05/2021,19/07/2021,3 - Contract notice,Toulouse Métropole (24310051800170),311081-2021,21/06/2021,19/07/2021,2 - Additional information,Toulouse Métropole (24310051800170),524609-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524607-2021,Active,,France,Nice,Miscellaneous repair and maintenance services,France-Nice: Miscellaneous repair and maintenance services,524607-2021,15/10/2021,201,NICE,metropole nice cote d azur,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,50800000 - Miscellaneous repair and maintenance services,FRL03,https://www.e-marches06.fr,Public procurement Directive 2014/24/EU,nan,201996-2021,23/04/2021,27/05/2021,3 - Contract notice,Métropole Nice Côte d'Azur,524607-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524595-2021,Active,,France,Grande-Synthe,Telephone and data transmission services,France-Grande-Synthe: Telephone and data transmission services,524595-2021,15/10/2021,201,GRANDE-SYNTHE,ville de Grande-Synthe,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,64210000 - Telephone and data transmission services,FRE11,http://www.ville-grande-synthe.fr,Public procurement Directive 2014/24/EU,nan,306535-2021,18/06/2021,16/07/2021,3 - Contract notice,Ville de Grande-Synthe,524595-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524593-2021,Active,,France,Paris,Provision of services to the community,France-Paris: Provision of services to the community,524593-2021,15/10/2021,201,PARIS,ville de Paris,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,45262511 - Stone carving44912100 - Granite44912400 - Kerbstones75200000 - Provision of services to the community44113100 - Paving materials,FR101FR107,https://www.paris.fr,Public procurement Directive 2014/24/EU,nan,320054-2021,25/06/2021,27/07/2021,3 - Contract notice,Ville de Paris,524593-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524589-2021,Active,,France,Amiens,"Hotel, restaurant and retail trade services","France-Amiens: Hotel, restaurant and retail trade services",524589-2021,15/10/2021,201,AMIENS,Conseil Départemental de la Somme,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"55000000 - Hotel, restaurant and retail trade services",FRE23,www.somme.fr,Public procurement Directive 2014/24/EU,nan,52797-2021,02/02/2021,01/03/2021,3 - Contract notice,Conseil départemental de la Somme,524589-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524584-2021,Active,,France,Toulouse,Graffiti removal services,France-Toulouse: Graffiti removal services,524584-2021,15/10/2021,201,TOULOUSE,toulouse metropole (24310051800170),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,90690000 - Graffiti removal services,FRJ23,https://www.toulouse-metropole.fr/,Public procurement Directive 2014/24/EU,nan,326155-2021,29/06/2021,29/07/2021,3 - Contract notice,Toulouse Métropole (24310051800170),524584-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524583-2021,Active,,France,Paris,Architectural services for buildings,France-Paris: Architectural services for buildings,524583-2021,15/10/2021,201,PARIS,regie immobiliere de la ville de paris (55203270800216),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71221000 - Architectural services for buildings,FR101,http://www.rivp.fr,Public procurement Directive 2014/24/EU,nan,128732-2021,15/03/2021,19/04/2021,3 - Contract notice,Régie immobilière de la ville de Paris (55203270800216),524583-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524579-2021,Active,,France,Limoges,Postal services related to newspapers and periodicals,France-Limoges: Postal services related to newspapers and periodicals,524579-2021,15/10/2021,201,LIMOGES,conseil Départemental Haute-Vienne (356 000 000 00048),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,64111000 - Postal services related to newspapers and periodicals,FRI23,http://www.haute-vienne.fr,Public procurement Directive 2014/24/EU,nan,280976-2021,04/06/2021,05/07/2021,3 - Contract notice,Conseil départemental Haute-Vienne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524578-2021,Active,,France,Valence,Repair and maintenance services of television equipment,France-Valence: Repair and maintenance services of television equipment,524578-2021,15/10/2021,201,VALENCE,VALENCE ROMANS HABITAT (27260004000013),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,50341000 - Repair and maintenance services of television equipment45312320 - Television aerial installation work,FRK,http://valenceromanshabitat.fr,Public procurement Directive 2014/24/EU,nan,238751-2021,12/05/2021,12/07/2021,3 - Contract notice,Valence Romans Habitat (27260004000013),524578-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524577-2021,Active,,France,Aix-en-Provence,Planting and maintenance services of green areas,France-Aix-en-Provence: Planting and maintenance services of green areas,524577-2021,15/10/2021,201,AIX-EN-PROVENCE,commune d aix en provence (21130001700012),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,77310000 - Planting and maintenance services of green areas,FRL04,http://www.aixenprovence.fr,Public procurement Directive 2014/24/EU,nan,293286-2021,11/06/2021,19/07/2021,3 - Contract notice,Commune d'Aix-en-Provence (21130001700012),524577-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524576-2021,Active,,France,Metz,Repair and maintenance services of boilers,France-Metz: Repair and maintenance services of boilers,524576-2021,15/10/2021,201,METZ,esid de Metz,FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,50531100 - Repair and maintenance services of boilers,FRF32,https://www.marches-publics.gouv.fr,Public procurement Directive 2014/24/EU,nan,394172-2021,03/08/2021,14/09/2021,3 - Contract notice,esid de Metz,524576-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524574-2021,Active,,France,Bobigny,Architectural and related services,France-Bobigny: Architectural and related services,524574-2021,15/10/2021,201,BOBIGNY,Seine-Saint-Denis habitat,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71200000 - Architectural and related services,FR106,http://Seinesaintdenishabitat.fr,Public procurement Directive 2014/24/EU,nan,160146-2021,31/03/2021,21/05/2021,3 - Contract notice,Seine-Saint-Denis habitat,192630-2021,19/04/2021,21/05/2021,2 - Additional information,Seine-Saint-Denis Habitat,524574-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524572-2021,Active,,France,Bouguenais,Planting and maintenance services of green areas,France-Bouguenais: Planting and maintenance services of green areas,524572-2021,15/10/2021,201,BOUGUENAIS,ville de Bouguenais,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,77310000 - Planting and maintenance services of green areas,FRG01,http://www.bouguenais.fr/,Public procurement Directive 2014/24/EU,nan,287215-2021,08/06/2021,07/07/2021,3 - Contract notice,Ville de Bouguenais,524572-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524563-2021,Active,,France,Toulouse,Computer support and consultancy services,France-Toulouse: Computer support and consultancy services,524563-2021,15/10/2021,201,TOULOUSE,toulouse metropole (24310051800170),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,72600000 - Computer support and consultancy services,FRJ23,https://www.toulouse-metropole.fr/,Public procurement Directive 2014/24/EU,nan,45953-2021,29/01/2021,22/02/2021,3 - Contract notice,Toulouse Métropole (24310051800170),524563-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524561-2021,Active,,France,Saint-Lô,Survey services,France-Saint-Lô: Survey services,524561-2021,15/10/2021,201,SAINT-LÔ,cci de Cherbourg-Cotentin,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,79311200 - Survey conduction services72212900 - Miscellaneous software development services and computer systems79311000 - Survey services,FR,http://www.ouestnormandie.cci.fr,Public procurement Directive 2014/24/EU,nan,285169-2021,07/06/2021,07/07/2021,3 - Contract notice,CCI de Cherbourg-Cotentin,524561-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524560-2021,Active,,France,Bar-le-Duc,Repair and maintenance services of electrical and mechanical building installations,France-Bar-le-Duc: Repair and maintenance services of electrical and mechanical building installations,524560-2021,15/10/2021,201,BAR-LE-DUC,conseil départemental de la Meuse,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,50710000 - Repair and maintenance services of electrical and mechanical building installations,FRF32,https://profilacheteur.meuse.fr,Public procurement Directive 2014/24/EU,nan,60368-2021,05/02/2021,04/03/2021,3 - Contract notice,Conseil départemental de la Meuse,524560-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524558-2021,Active,,France,Marne-la-Vallée,Technical control services,France-Marne-la-Vallée: Technical control services,524558-2021,15/10/2021,201,MARNE-LA-VALLÉE,ca val d europe agglomeration,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71356100 - Technical control services50324200 - Preventive maintenance services,FR102,https://www.valdeuropeagglo.fr/,Public procurement Directive 2014/24/EU,nan,243478-2021,14/05/2021,14/06/2021,3 - Contract notice,CA Val d'Europe Agglomération,524558-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524554-2021,Active,,France,La Rochelle,Telephone operator services,France-La Rochelle: Telephone operator services,524554-2021,15/10/2021,201,LA ROCHELLE,Port Atlantique La Rochelle (48538981100020),FR,FR,8 - Other,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,79511000 - Telephone operator services,FRI32,http://www.larochelle.port.fr,Public procurement Directive 2014/24/EU,nan,256710-2021,21/05/2021,21/06/2021,3 - Contract notice,Port Atlantique La Rochelle (48538981100020),524554-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524553-2021,Active,,France,Montpellier,Architectural services for buildings,France-Montpellier: Architectural services for buildings,524553-2021,15/10/2021,201,MONTPELLIER,HÉRAULT LOGEMENT (27340001000024),FR,FR,8 - Other,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,71221000 - Architectural services for buildings,FRJ13,https://logement.herault.fr/,Public procurement Directive 2014/24/EU,nan,133825-2021,17/03/2021,12/04/2021,3 - Contract notice,Hérault Logement (27340001000024),524553-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524547-2021,Active,,France,Villejuif,Analysis services,France-Villejuif: Analysis services,524547-2021,15/10/2021,201,VILLEJUIF,GUSTAVE ROUSSY,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,71620000 - Analysis services75310000 - Benefit services,FR107,http://www.unicancer.fr,Public procurement Directive 2014/24/EU,nan,370259-2021,21/07/2021,03/09/2021,3 - Contract notice,Gustave Roussy,524547-2021,15/10/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524520-2021,Active,,France,Draguignan,Insurance services,France-Draguignan: Insurance services,524520-2021,15/10/2021,201,DRAGUIGNAN,syndicat Mixte de l'argens,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,3 - Mixed,66516000 - Liability insurance services66516100 - Motor vehicle liability insurance services66515200 - Property insurance services66510000 - Insurance services,FRL05,http://syndicatargens.fr,Public procurement Directive 2014/24/EU,18/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524519-2021,Active,,France,Paris,Vocational training services,France-Paris: Vocational training services,524519-2021,15/10/2021,201,PARIS,OCAPIAT (84475200600016),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,80500000 - Training services80530000 - Vocational training services,FR102FRC22FREFRG01FRH02FRH04FRK23FRY10FRY20,https://www.ocapiat.fr/,Public procurement Directive 2014/24/EU,02/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524518-2021,Active,,France,Avignon,Cleaning and sanitation services,France-Avignon: Cleaning and sanitation services,524518-2021,15/10/2021,201,AVIGNON,avignon université,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,90900000 - Cleaning and sanitation services,FR,http://www.univ-avignon.fr,Public procurement Directive 2014/24/EU,15/12/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524517-2021,Active,,France,Narbonne,Insurance services,France-Narbonne: Insurance services,524517-2021,15/10/2021,201,NARBONNE,Domitia Habitat (11) (49800312800028),FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services66515000 - Damage or loss insurance services66514110 - Motor vehicle insurance services66513000 - Legal insurance and all-risk insurance services66512000 - Accident and health insurance services66510000 - Insurance services,FRJ11,http://www.domitia-habitat.fr/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524516-2021,Active,,France,Groix,Insurance services,France-Groix: Insurance services,524516-2021,15/10/2021,201,GROIX,commune de groix,FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services66515000 - Damage or loss insurance services66514110 - Motor vehicle insurance services66513000 - Legal insurance and all-risk insurance services66512000 - Accident and health insurance services66510000 - Insurance services,FRH04,https://marches.megalis.bretagne.bzh/,Public procurement Directive 2014/24/EU,22/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524510-2021,Active,,France,Chaumont-en-Vexin,Refuse collection services,France-Chaumont-en-Vexin: Refuse collection services,524510-2021,15/10/2021,201,CHAUMONT-EN-VEXIN,communaute de communes du vexin-thelle (24600070700090),FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90511000 - Refuse collection services,FRE22,http://www.vexin-thelle.com,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524506-2021,Active,,France,Douains,Printing services,France-Douains: Printing services,524506-2021,15/10/2021,201,DOUAINS,ca seine normandie agglomeration,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79810000 - Printing services79520000 - Reprographic services,FRD21,https://www.sna27.fr,Public procurement Directive 2014/24/EU,17/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524505-2021,Active,,France,La Charité-sur-Loire,Refuse and waste related services,France-La Charité-sur-Loire: Refuse and waste related services,524505-2021,15/10/2021,201,LA CHARITÉ-SUR-LOIRE,cc loire nievres et bertranges,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"90512000 - Refuse transport services90500000 - Refuse and waste related services90000000 - Sewage, refuse, cleaning and environmental services",FRC12,https://www.lesbertranges.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524504-2021,Active,,France,Paris,System and support services,France-Paris: System and support services,524504-2021,15/10/2021,201,PARIS,ministère de l'agriculture (1007001800012),FR,FR,1 - Ministry or any other national or federal authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,72251000 - Disaster recovery services72261000 - Software support services72250000 - System and support services72260000 - Software-related services,FR101FRJ23,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,Public procurement Directive 2014/24/EU,01/12/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524503-2021,Active,,France,Orléans,Street-cleaning services,France-Orléans: Street-cleaning services,524503-2021,15/10/2021,201,ORLÉANS,département du Loiret (22450001700013),FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90611000 - Street-cleaning services90511300 - Litter collection services77310000 - Planting and maintenance services of green areas,FRB06,http://www.loiret.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
524502-2021,Active,,France,Bry-sur-Marne,"Architectural, engineering and planning services","France-Bry-sur-Marne: Architectural, engineering and planning services",524502-2021,15/10/2021,201,BRY-SUR-MARNE,Hôpital Saint Camille,FR,FR,8 - Other,-,12/10/2021,4 - Services,B - Competitive procedure with negotiation,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"71240000 - Architectural, engineering and planning services",FR107,https://sara-demat.com/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
