aug_id,original_id,tender_title,released_date,project_name,project_or_tender,bidding_price,description,region,region_coordinates,place_of_bid,place_of_bid_coordinates,place_of_bid_opening,place_of_bid_opening_coordinates,bid_opening,status,country_code,bidding_start_date,bidding_end_date,bidding_agency
85917ae8-91ad-4d83-b624-25b213885b05,4197-2140SHJT0001/252,"Procurement of 4197-2140SHJT0001/252 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(1)",2023-04-23,"Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd",P,$250,Required field not presented in the source,Shanghai China,Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-19 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"China Electronics Commerce (Beijing) Co., Ltd"
e036d339-68e5-46ee-af52-4c47f710c0d3,1289-234023ZB0401,Procurement of 1289-234023ZB0401 Yandong Technology 12-inch semiconductor integrated circuit film and film stripping equipment purchase(2),2023-04-23,Yandong Technology 12-inch semiconductor integrated circuit film and film stripping equipment purchase,P,$116.05,Required field not presented in the source,Beijing China,Coordinates delay,"Huacai Tendering Group Co., Ltd. 1st Conference Room, 15th Floor, Building 6, Guotou Wealth Plaza, No. 9 Guang'an Road, Fengtai District, Beijing",Coordinates delay,"Huacai Tendering Group Co., Ltd. 1st Conference Room, 15th Floor, Building 6, Guotou Wealth Plaza, No. 9 Guang'an Road, Fengtai District, Beijing",Coordinates delay,2023-05-16 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,Huacai Tendering Group
811e2c32-121e-4c20-9406-6f9000b7e9d8,1641-234LXITA2012,"Procurement of 1641-234LXITA2012 Anhui Tongguan Copper Foil Group Co., LTD. Purchase crane project(2)",2023-04-23,"Anhui Tongguan Copper Foil Group Co., LTD. Purchase crane project",P,$73,Required field not presented in the source,Anhui Province,Coordinates delay,"Conference Room C, 3F,Wu Songshan Hotel, Tongling, Anhui Province",Coordinates delay,"Conference Room C, 3F,Wu Songshan Hotel, Tongling, Anhui Province",Coordinates delay,2023-05-19 14:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,Anhui Ahtech Lixin Engineering Management Company Limited
52d3f5b7-6a61-4376-8c25-4f0ef3ac6767,1289-234023ZB0400,Procurement of 1289-234023ZB0400 Yandong Technology 12-inch semiconductor integrated circuit square resistance test equipment purchase(2),2023-04-23,Yandong Technology 12-inch semiconductor integrated circuit square resistance test equipment purchase,P,$116.05,Required field not presented in the source,Beijing China,Coordinates delay,"Huacai Tendering Group Co., Ltd. 1st Conference Room, 15th Floor, Building 6, Guotou Wealth Plaza, No. 9 Guang'an Road, Fengtai District, Beijing",Coordinates delay,"Huacai Tendering Group Co., Ltd. 1st Conference Room, 15th Floor, Building 6, Guotou Wealth Plaza, No. 9 Guang'an Road, Fengtai District, Beijing",Coordinates delay,2023-05-16 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,Huacai Tendering Group
42ea590a-10e1-468e-8a63-a9172b0fccb4,0679-234DFWHGG101,Procurement of 0679-234DFWHGG101 Automatic module mounting machine(1),2023-04-23,Automatic module mounting machine,P,$150,Required field not presented in the source,Hubei province of China,Coordinates delay,"No. 46 Zhenhua Road, Wuhan Economic Development Zone Dongfeng International Co., Ltd 106 room",Coordinates delay,"No. 46 Zhenhua Road, Wuhan Economic Development Zone Dongfeng International Co., Ltd 106 room",Coordinates delay,2023-05-16 14:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Dongfeng International Tendering Co., Ltd."
655b52ec-158a-44d3-b751-b22031150dad,4197-2340SHJT0002/06,"Procurement of 4197-2340SHJT0002/06 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)",2023-04-23,"Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd",P,$250,Required field not presented in the source,Shanghai China,Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, PRC",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, PRC",Coordinates delay,2023-05-19 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"China Electronics Commerce (Beijing) Co., Ltd"
80f04a36-80b2-4805-9b2d-feb1b8b2bd97,0679-234DFWHGG033,Procurement of 0679-234DFWHGG033  Terminal ultrasonic welding equipment (1),2023-04-23,Terminal ultrasonic welding equipment,P,$150,Required field not presented in the source,Hubei province of China,Coordinates delay,"No. 46 Zhenhua Road, Wuhan Economic Development Zone Dongfeng International Co., Ltd 107 room","0.3298238, 32.5754483","No. 46 Zhenhua Road, Wuhan Economic Development Zone Dongfeng International Co., Ltd 107 room","0.3298238, 32.5754483",2023-05-17 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Dongfeng International Tendering Co., Ltd."
28ad89c8-9a18-4fa8-ba6f-51c47700d5e3,0664-2340SUMECA93,Procurement of 0664-2340SUMECA93 Process coner(1),2023-04-23,Process coner,P,Free,Required field not presented in the source,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,2023-05-12 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"SUMEC INTERNATIONAL TECHNOLOGY CO., LTD."
5707666c-1f64-4181-994f-bca8fd6f0860,0768-2340CSIMC030/02,Procurement of 0768-2340CSIMC030/02 Reconstruction project of the pilot plant for the development of recombinant collagen protein(2),2023-04-23,Reconstruction project of the pilot plant for the development of recombinant collagen protein,P,$88,Required field not presented in the source,"Gansu Province, China",Coordinates delay,"Meeting Room, 1st Floor, Yaduo Hotel, Building 2, 150 Guanzhuang Road, Chaoyang District, Beijing",Coordinates delay,"Meeting Room, 1st Floor, Yaduo Hotel, Building 2, 150 Guanzhuang Road, Chaoyang District, Beijing",Coordinates delay,2023-05-16 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"China National Scientific Instruments and Materials Co., Ltd."
7aca950f-6425-46ef-ad9a-ff3bc8cafc1f,0768-2340CSIMC030/01,Procurement of 0768-2340CSIMC030/01 Reconstruction project of the pilot plant for the development of recombinant collagen protein(2),2023-04-23,Reconstruction project of the pilot plant for the development of recombinant collagen protein,P,$88,Required field not presented in the source,"Gansu Province, China",Coordinates delay,"Meeting Room, 1st Floor, Yaduo Hotel, Building 2, 150 Guanzhuang Road, Chaoyang District, Beijing",Coordinates delay,"Meeting Room, 1st Floor, Yaduo Hotel, Building 2, 150 Guanzhuang Road, Chaoyang District, Beijing",Coordinates delay,2023-05-16 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"China National Scientific Instruments and Materials Co., Ltd."
0d1e14c1-a055-4ed8-b5a3-ffaf117b2828,0816-234HDKMFM001/02,Procurement of 0816-234HDKMFM001/02 Fujian Huadian Kemen Phase III 2*1000MW coal power project import control valve equipment procurement international bidding(2),2023-04-23,Fujian Huadian Kemen Phase III 2*1000MW coal power project import control valve equipment procurement international bidding,P,$73.14,Required field not presented in the source,"Fujian Province, China",Coordinates delay,Beijing Junyi Runhua Hotel relevant conference room,Coordinates delay,Junyi Runhua Hotel Beijing,Coordinates delay,2023-05-16 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-05-04,"CHD TENDERING CO., LTD."
dd62b47b-997d-4547-b3a4-963aa9a1e47e,0664-2340SUMECA95,Procurement of 0664-2340SUMECA95 Process coner(1),2023-04-23,Process coner,P,Free,Required field not presented in the source,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,2023-05-12 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"SUMEC INTERNATIONAL TECHNOLOGY CO., LTD."
c168eb2f-b4c5-4062-8ae6-0203c80aedf0,0679-234DFWHGG032,Procurement of 0679-234DFWHGG032 PIN needle ultrasonic welding equipment(1),2023-04-23,PIN needle ultrasonic welding equipment,P,$150,Required field not presented in the source,Hubei province of China,Coordinates delay,"No. 46 Zhenhua Road, Wuhan Economic Development Zone Dongfeng International Co., Ltd 107 room","0.3298238, 32.5754483","No. 46 Zhenhua Road, Wuhan Economic Development Zone Dongfeng International Co., Ltd 107 room","0.3298238, 32.5754483",2023-05-16 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Dongfeng International Tendering Co., Ltd."
e84636c3-90b7-44c0-a779-0f56a24cb173,0664-2340SUMEC047/02,Procurement of 0664-2340SUMEC047/02 Five-axis cradle machining center equipment(2),2023-04-23,Five-axis cradle machining center equipment,P,$85,Required field not presented in the source,"Jiangsu,China",Coordinates delay,"SUMEC Building, Jiang su Province",Coordinates delay,"SUMEC Building, Jiang su Province",Coordinates delay,2023-05-16 13:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"SUMEC INTERNATIONAL TECHNOLOGY CO., LTD."
af4feb56-8620-429c-9d87-8a050f32e88b,3108-23400050033A,Procurement of 3108-23400050033A Automatic Adjustment Equipment of Professional Frameless Door for Final Assembly for Replacement and Green and Intelligent Upgrading of Yu Bei Factory Construction Project(1),2023-04-23,Automatic Adjustment Equipment of Professional Frameless Door for Final Assembly for Replacement and Green and Intelligent Upgrading of Yu Bei Factory Construction Project,P,Free,Required field not presented in the source,"Chongqing, China",Coordinates delay,"Bid opening hall(details see in the LED)of Chong Qing Consultation Center, No.2 of Wu Jian Rd., Wu Lidian, Jiang Bei District, Chong Qing China.",Coordinates delay,"Bid opening hall(details see in the LED)of Chong Qing Consultation Center, No.2 of Wu Jian Rd., Wu Lidian, Jiang Bei District, Chong Qing China. The bid opening meeting will be hold at site instead of online, and it will take bidders couple of minutes to sign in at the front door of the building before getting into the bid opening hall.",Coordinates delay,2023-05-16 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Chongqing international investment consultation group Co.,ltd."
a5d9a654-5e3c-4b18-a0c0-eeb49fe3dab7,0729-234OIT270094,"Procurement of 0729-234OIT270094 Scanning electron microscope procurement project of Wuxi Internet of Things Innovation Center Co., LTD(1)",2023-04-23,"Scanning electron microscope procurement project of Wuxi Internet of Things Innovation Center Co., LTD",P,$150,Required field not presented in the source,"Jiangsu Province, China",Coordinates delay,"20th Floor, Internet Finance Center, No. 1 Danleng Street, Haidian District, Beijing",Coordinates delay,"20th Floor, Internet Finance Center, No. 1 Danleng Street, Haidian District, Beijing",Coordinates delay,2023-05-15 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Oriental International Tendering Co.,Ltd."
5e238aec-40b9-4068-b8e9-f56b8fae03a3,1214-234003087WWF,Procurement of 1214-234003087WWF DR Purchasing Project(1),2023-04-23,DR Purchasing Project,P,$150,Required field not presented in the source,JIANGSU PROVINCE,Coordinates delay,"Meeting room 103/105, building C, No 21, Software Road, Yuhuatai District,Nanjing, China",Coordinates delay,"Meeting room 103/105, building C, No 21, Software Road, Yuhuatai District,Nanjing, China",Coordinates delay,2023-05-16 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"JIANGSU SAINTY HIGH-TECH CO.,LTD"
1c9afdfa-0eaf-4c56-8bc8-f7d9c42427df,0712-234032303030,Procurement of 0712-234032303030 Baling Petrochemical in 2023 the first batch of equipment renewal project plan(1),2023-04-23,Baling Petrochemical in 2023 the first batch of equipment renewal project plan,P,$40,Required field not presented in the source,Hunan Province,Coordinates delay,"2nd Floor, No.139, Futexiyi Road, China (Shanghai) Pilot Free Trade Zone, Pudong, Shanghai, China",Coordinates delay,"2nd Floor, No.139, Futexiyi Road, China (Shanghai) Pilot Free Trade Zone, Pudong, Shanghai, China",Coordinates delay,2023-05-17 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Sinopec International Co.,Ltd."
588a3269-074e-4b16-bc10-f360da747bd4,0712-234022303021,"Procurement of 0712-234022303021 Online CEMS analyzer 1 set, VOCs analyzer 1 set for Shandong Keluer Chemical Co. Ltd.(1)",2023-04-23,"Online CEMS analyzer 1 set, VOCs analyzer 1 set for Shandong Keluer Chemical Co. Ltd.",P,$40,Required field not presented in the source,"Shandong Province, China",Coordinates delay,"6/F Jincheng Building, No.216 Longpan Mid-road, Qinhuai District, Nanjing",Coordinates delay,"6/F Jincheng Building, No.216 Longpan Mid-road, Qinhuai District, Nanjing",Coordinates delay,2023-05-16 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Sinopec International Co.,Ltd."
1841acd8-c150-41d0-b899-0a3fc83435ec,1354-234HXZX23G01,"Procurement of 1354-234HXZX23G01 Procurement project of Horizontal PP Box Unpacking Equipment of Henan ChinaTop opto industry Technology Co., Ltd.(2)",2023-04-23,"Procurement project of Horizontal PP Box Unpacking Equipment of Henan ChinaTop opto industry Technology Co., Ltd.",P,$150,Required field not presented in the source,Henan province,Coordinates delay,"6th floor, block B, building 16, Henan national university science and technology park (east), Dianchang road, Zhengzhou city, Henan province",Coordinates delay,"6th floor, block B, building 16, Henan national university science and technology park (east), Dianchang road, Zhengzhou city, Henan province",Coordinates delay,2023-05-16 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,hengxinzixunguanliyouxiangongsi
eac559d3-0796-4914-ae8b-94a2108335ac,1875-2342YBDX2301/03,Procurement of 1875-2342YBDX2301/03 Yanbian University library subject database construction project the first section(1),2023-04-23,Yanbian University library subject database construction project the first section,P,$150,Required field not presented in the source,Jilin Province,Coordinates delay,"Conference Room of Changchun China Construction Tendering and Bidding Agency Co., LTD. (Room 1502, Building 11, Weifeng Dongyue, No. 3682, Eco-Street, Jingyue District, Changchun)",Coordinates delay,"Conference Room of Changchun China Construction Tendering and Bidding Agency Co., LTD. (Room 1502, Building 11, Weifeng Dongyue, No. 3682, Eco-Street, Jingyue District, Changchun)",Coordinates delay,2023-05-18 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-24,2023-05-04,"Co., LTD Bank name: Bank of China Changchun Eco Street Sub-branch Account number: 157238709378 Price of bidding documents: RMB 1,000.00, non-refundable after sale. Request transfer from bidder's basic account, other or personal account transfer is invalid."
65d1eeee-f037-4255-95c4-25cfd2b7e197,1875-2342YBDX2301/02,Procurement of 1875-2342YBDX2301/02 Yanbian University library subject database construction project the first section(1),2023-04-23,Yanbian University library subject database construction project the first section,P,$150,Required field not presented in the source,Jilin Province,Coordinates delay,"Conference Room of Changchun China Construction Tendering and Bidding Agency Co., LTD. (Room 1502, Building 11, Weifeng Dongyue, No. 3682, Eco-Street, Jingyue District, Changchun)",Coordinates delay,"Conference Room of Changchun China Construction Tendering and Bidding Agency Co., LTD. (Room 1502, Building 11, Weifeng Dongyue, No. 3682, Eco-Street, Jingyue District, Changchun)",Coordinates delay,2023-05-18 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-24,2023-05-04,"Co., LTD Bank name: Bank of China Changchun Eco Street Sub-branch Account number: 157238709378 Price of bidding documents: RMB 1,000.00, non-refundable after sale. Request transfer from bidder's basic account, other or personal account transfer is invalid."
c5d1dff1-51cd-4a19-8029-dabce2ff628e,1875-2342YBDX2301/01,Procurement of 1875-2342YBDX2301/01 Yanbian University library subject database construction project the first section(1),2023-04-23,Yanbian University library subject database construction project the first section,P,$150,Required field not presented in the source,Jilin Province,Coordinates delay,"Conference Room of Changchun China Construction Tendering and Bidding Agency Co., LTD. (Room 1502, Building 11, Weifeng Dongyue, No. 3682, Eco-Street, Jingyue District, Changchun)",Coordinates delay,"Conference Room of Changchun China Construction Tendering and Bidding Agency Co., LTD. (Room 1502, Building 11, Weifeng Dongyue, No. 3682, Eco-Street, Jingyue District, Changchun)",Coordinates delay,2023-05-18 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-24,2023-05-04,"Co., LTD"
2363a3ba-0baa-4b55-aa84-b294c9cd45c4,0722-234FE0322LXO,Procurement of 0722-234FE0322LXO Semiconductor Testing Equipment Procurement Project(2),2023-04-23,Semiconductor Testing Equipment Procurement Project,P,$115,Required field not presented in the source,Shanxi,Coordinates delay,"Room 802, Building B, Fangda territory, Chuangye street, High tech Zone, Taiyuan, China",Coordinates delay,"Room 802, Building B, Fangda territory, Chuangye street, High tech Zone, Taiyuan, China",Coordinates delay,2023-05-16 14:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"China Far East International Tendering Co.,LTD"
3909b5e2-afe0-483b-bd51-4a784c5aba75,2465-234010100026,"Procurement of 2465-234010100026 ICB OF OHCI REACTOR oF 400KTA VCM plant Under TIANJIN BOHUA CHEMICAL DEVELOPMENT CO., LTD. Chlor-Alkali Intergration Project Phase II(2)",2023-04-23,"ICB OF OHCI REACTOR oF 400KTA VCM plant Under TIANJIN BOHUA CHEMICAL DEVELOPMENT CO., LTD. Chlor-Alkali Intergration Project Phase II",P,$120,Required field not presented in the source,"Tianjin, China",Coordinates delay,Online bid at https://www. chinabidding. com,Coordinates delay,Online bid opening at https://www. chinabidding. com,Coordinates delay,2023-05-16 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,Tianjin Bohai Chemical Industries Imp.&amp;Exp. Corp.
41507a9b-f60b-44aa-8c77-ef8128d16a98,2465-234010100030,"Procurement of 2465-234010100030 ICB OF refrigeration system (CENTRIFUGAL COMPRESSOR and its supporting equipment) oF 400KTA VCM plant Under TIANJIN BOHUA CHEMICAL DEVELOPMENT CO., LTD. Chlor-Alkali Intergration Project Phase II(1)",2023-04-23,"ICB OF refrigeration system (CENTRIFUGAL COMPRESSOR and its supporting equipment) oF 400KTA VCM plant Under TIANJIN BOHUA CHEMICAL DEVELOPMENT CO., LTD. Chlor-Alkali Intergration Project Phase II",P,$120,Required field not presented in the source,"Tianjin, China",Coordinates delay,Online bid at https://www. chinabidding. com,Coordinates delay,Online bid opening at https://www. chinabidding. com,Coordinates delay,2023-05-17 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,Tianjin Bohai Chemical Industries Imp.&amp;Exp. Corp.
684cb225-cafc-4f48-87b9-54d23baf236c,0613-234024091681,Procurement of 0613-234024091681 Shanghai LNG Terminal expansion project (Phase I) High Pressure Pumps(1),2023-04-23,Shanghai LNG Terminal expansion project (Phase I) High Pressure Pumps,P,$180,Required field not presented in the source,shanghai,Coordinates delay,"16/F Hengda Plaza 285 Changshou Road, Shanghai (Shanghai Machinery &amp; Electric Equipment Tendering Co.)",Coordinates delay,"16/F Hengda Plaza 285 Changshou Road, Shanghai (Shanghai Machinery &amp; Electric Equipment Tendering Co.)",Coordinates delay,2023-05-23 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Shanghai Machinery &amp; Electric Equipment Tendering Co.,Ltd."
0ee07ade-4f6d-491c-bb46-79e12b700c35,5141-234jlsyhgj01,Procurement of 5141-234jlsyhgj01 Practical Teaching Theater Digital Construction Project(1),2023-04-23,Practical Teaching Theater Digital Construction Project,P,$116.05,Required field not presented in the source,Designated location by Party A,Coordinates delay,"Jilin Yihua Project Management Consulting Co., Ltd. (Office Building next to Building 18, Ergan Community, Lvyuan District, Changchun City)",Coordinates delay,"Jilin Yihua Project Management Consulting Co., Ltd. (Office Building next to Building 18, Ergan Community, Lvyuan District, Changchun City)",Coordinates delay,2023-05-16 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-24,2023-05-16,JILIN YIHUA PROJECT MANAGEMENT CONSULTANCY CO.LTD
5e2562bb-6957-4de4-bc8d-99186badbe10,0716-234SCQ910549,Procurement of 0716-234SCQ910549 Purchasing 1.5T magnetic resonance imaging equipment  for Huili County People's Hospital(1),2023-04-23,Purchasing 1.5T magnetic resonance imaging equipment  for Huili County People's Hospital,P,$50,Required field not presented in the source,Huili County People's Hospital,Coordinates delay,"Room 1319-1328, Floor 13, Building 3, Huidian Plaza (Wuyue Plaza), No.77, Shunjiang Section, Wuhou Avenue, Wuhou District, Chengdu, Sichuan Province, Minmetals International Bidding Co., LTD.",Coordinates delay,"Room 1319-1328, Floor 13, Building 3, Huidian Plaza (Wuyue Plaza), No.77, Shunjiang Section, Wuhou Avenue, Wuhou District, Chengdu, Sichuan Province, Minmetals International Bidding Co., LTD.",Coordinates delay,2023-05-16 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-05-04,"Minmetals International Tendering Co.,Ltd"
f3bfb3b9-0281-4f07-905a-525ea68434ee,4080-234GSZB23413,"Procurement of 4080-234GSZB23413 Zhongshan Shengdi Clothing Co., Ltd. Procurement of Island Precision Computer Horizontal Knitting Machine Project(2)",2023-04-23,"Zhongshan Shengdi Clothing Co., Ltd. Procurement of Island Precision Computer Horizontal Knitting Machine Project",P,$300,Required field not presented in the source,"Guangdong Province, China",Coordinates delay,"Room 1202, Zhongchuang Yingke building, 520 Guangzhou Avenue North, Tianhe District, Guangzhou",Coordinates delay,"Room 1202, Zhongchuang Yingke building, 520 Guangzhou Avenue North, Tianhe District, Guangzhou",Coordinates delay,2023-05-06 11:00,Bid ongoing,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Guo Sheng Bidding Project Management consulting (Guangzhou)co. , LTD"
158e68ea-d106-409f-ad66-ae989ed94423,0712-234032303029,Procurement of 0712-234032303029 Sinopec Catalyst Changling Branch Industrial scale-up production and application of graphene-coated composites(2),2023-04-23,Sinopec Catalyst Changling Branch Industrial scale-up production and application of graphene-coated composites,P,$40,Required field not presented in the source,Hunan Province,Coordinates delay,"2nd Floor, No.139, Futexiyi Road, China (Shanghai) Pilot Free Trade Zone, Pudong, Shanghai, China",Coordinates delay,"2nd Floor, No.139, Futexiyi Road, China (Shanghai) Pilot Free Trade Zone, Pudong, Shanghai, China",Coordinates delay,2023-05-16 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"Sinopec International Co.,Ltd."
66120d39-cd29-44bb-92c6-d1e2a1718690,0768-2340CSIMC033,Procurement of 0768-2340CSIMC033 Procurement project of  freeze-drying machine for collagen dressing production workshop(1),2023-04-23,Procurement project of  freeze-drying machine for collagen dressing production workshop,P,$100,Required field not presented in the source,"Gansu Province, China",Coordinates delay,"Room 406, Building 1, Courtyard 19, Taiyanggong Middle Road, Chaoyang District, Beijing",Coordinates delay,"Room 406, Building 1, Courtyard 19, Taiyanggong Middle Road, Chaoyang District, Beijing",Coordinates delay,2023-05-16 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,"China National Scientific Instruments and Materials Co., Ltd."
f689db6a-cf0a-44d3-8fc3-db73b34c858f,0623-2340J1103021,"Procurement of 0623-2340J1103021 CNC grinding machine of Changde Tobacco Machinery CO., LTD(1)",2023-04-23,"CNC grinding machine of Changde Tobacco Machinery CO., LTD",P,$100,Required field not presented in the source,"Changde ,Hunan Province",Coordinates delay,http://www.ebnew.com,Coordinates delay,http://www.ebnew.com,Coordinates delay,2023-05-17 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,Hunan Provincial Tendering Limited Company
b3b1918f-f432-4109-9649-fd5ae1a53fd5,0623-2340J1103022,"Procurement of 0623-2340J1103022 Five-axis Machining Center of Changde Tobacco Machinery CO., LTD(1)",2023-04-23,"Five-axis Machining Center of Changde Tobacco Machinery CO., LTD",P,$100,Required field not presented in the source,"Changde ,Hunan Province",Coordinates delay,http://www.ebnew.com,Coordinates delay,http://www.ebnew.com,Coordinates delay,2023-05-17 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-23,2023-04-28,Hunan Provincial Tendering Limited Company
48b14372-92c3-409b-a99b-259d1f5e91b2,0834-2341SH23A103,"Procurement of 0834-2341SH23A103 M3a ,M3b mirrors of FEL-II beamline(2)",2023-04-22,"M3a ,M3b mirrors of FEL-II beamline",P,$100,Required field not presented in the source,Shanghai,Coordinates delay,"Meeting Room, 2F, Block D, No. 1301, Gonghexin Road, Shanghai",Coordinates delay,"Meeting Room, 2F, Block D, No. 1301, Gonghexin Road, Shanghai",Coordinates delay,2023-05-15 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-22,2023-04-27,"Shanghai CNTC  Tendering Co.,Ltd."
e09a06d9-a27f-4b9b-8ef6-dafab5230f8b,0834-2341SH23A094,Procurement of 0834-2341SH23A094 1kHz Ti:Sapphire femtosecond laser(2),2023-04-22,1kHz Ti:Sapphire femtosecond laser,P,$100,Required field not presented in the source,Shanghai,Coordinates delay,"Meeting Room, 2F, Block D, No. 1301, Gonghexin Road, Shanghai",Coordinates delay,"Meeting Room, 2F, Block D, No. 1301, Gonghexin Road, Shanghai",Coordinates delay,2023-05-15 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-22,2023-04-27,"Shanghai CNTC  Tendering Co.,Ltd."
19f07291-0083-460d-83d1-ea032ec4dbf6,0613-234022081598,Procurement of 0613-234022081598 Chemical supply and distribution system(2),2023-04-22,Chemical supply and distribution system,P,$800,Required field not presented in the source,"No. 600, yunshui road, pudong new area, Shanghai",Coordinates delay,"10/F Hengda Plaza 285 Changshou Road, Shanghai(Shanghai Machinery &amp; Electric Equipment Tendering Co.)",Coordinates delay,"10/F Hengda Plaza 285 Changshou Road, Shanghai(Shanghai Machinery &amp; Electric Equipment Tendering Co.)",Coordinates delay,2023-05-16 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-22,2023-04-28,"Shanghai Machinery &amp; Electric Equipment Tendering Co.,Ltd."
ccbfcae0-5b20-40b5-95e7-94f03b6341b0,0712-234062303019,"Procurement of 0712-234062303019 Zhongke (Guangdong) Refinery & Petrochemical Co., Ltd. Pneumatic Plunger Valve Bidding Project(1)",2023-04-21,"Zhongke (Guangdong) Refinery &amp; Petrochemical Co., Ltd. Pneumatic Plunger Valve Bidding Project",P,$40,Required field not presented in the source,Guangdong Province,Coordinates delay,"7 / F, NO.176 Shihua Road, Huangpu District, Guangzhou City, China",Coordinates delay,"7 / F, NO.176 Shihua Road, Huangpu District, Guangzhou City, China",Coordinates delay,2023-05-15 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-21,2023-04-27,"Sinopec International Co.,Ltd."
1701a3ef-0e5f-4d78-a3e9-571a0876e21c,0710-2340STC20982/02,Procurement of 0710-2340STC20982/02 Spectrum Analyzer(1),2023-04-21,Spectrum Analyzer,P,$150,Required field not presented in the source,"Chongqing,China",Coordinates delay,"Second floor Conference Room of Yushang International Hotel,No.172 east end of Huangshan Main Street,Yubei District.",Coordinates delay,"Second floor Conference Room of Yushang International Hotel,No.172 east end of Huangshan Main Street,Yubei District.",Coordinates delay,2023-05-12 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-21,2023-04-27,"Sinosteel Tendering Co.,Ltd"
7b043770-e46a-4518-85d2-17df51f7090f,0710-2340STC20982/01,Procurement of 0710-2340STC20982/01 optical modulation analyzer(1),2023-04-21,optical modulation analyzer,P,$150,Required field not presented in the source,"Chongqing,China",Coordinates delay," Second floor Conference Room of Yushang International Hotel,No.172 east end of Huangshan Main Street,Yubei District.",Coordinates delay,"Second floor Conference Room of Yushang International Hotel,No.172 east end of Huangshan Main Street,Yubei District.",Coordinates delay,2023-05-12 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-21,2023-04-27,"Sinosteel Tendering Co.,Ltd"
