$id,$type,id,vendorIdentifier,vendorName,contractId,contractName,projectEngineerManagerName,districtCode,districtDescription,countyCode,countyDescription,active,primeProjectId,federalAidProjectId,description,contractType,contractTypeDescription,minContractTypeDescription,projectTypeDescription,projectWorkTypeDescription,projectMixDescription,plannedProgramDescription,daysUsed,originalContractDays,holidays,totalTimeAdded,totalWeatherDays,tropicalWeatherAmount,weatherTypeOne,weatherTypeTwo,fundingType,categoryCode,categoryDescription,conventional,gisLink,mapUrl,workBeginDate,lettingLocation,hasEstimate,contractStatus,adjustedContractDays,currentContractDays,originalContractAmount,currentContractAmount,changeOrderAmount,estimatePaidToDate,percentChangeInDollar,percentChangeInTime,numberOfDaysFromFinalAcceptance,lettingDate,awardDate,executedDate,timeBeganDate,finalAcceptedDate,startDate,estimatedCompletion,residentEngineerName,residentOffice,projectAdministratorName,pendingAmount
11031772,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000042,F274354795,"MAER HOMES, LLC",,E2Y27,"Lahey, Daniel",02,SECOND,72,DUVAL,False,44129815201,N/A,SR 10 FM TYLER ST. TO EAVERSON ST72010000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,494.0,360.0,59,134,45,0.0,0.0,41.0,State,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-08-08T00:00:00Z,DIST,True,FINAL PAYMENT MADE,134,494,2191115.22,2260070.1,68954.88,2287350.37,0.03,0.0,620,2019-05-15T00:00:00Z,2019-06-03T00:00:00Z,2019-06-24T00:00:00Z,2019-08-08T00:00:00Z,2020-12-11T00:00:00Z,2019-08-08T00:00:00Z,2020-08-02T00:00:00Z,,,,0.0
11031773,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000043,F593146076,"POWERCORE, INC.",,E2Z34,"Smith, Brandon",02,SECOND,26,ALACHUA,False,43439715201,N/A,SR 121 (NW 34 ST) @ CR 232 (NW 53 RD)-TRAFFIC SIGNAL UPDATE26250000,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,TRAFFIC SIGNAL UPDATE,,158.0,75.0,9,19,3,0.0,0.0,3.0,State,C,$500K - $1M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2021-02-06T00:00:00Z,DIST,True,FINAL ACCEPTED,19,94,502792.24,502792.24,0.0,376686.8,0.0,0.0,406,2020-06-10T00:00:00Z,2020-06-26T00:00:00Z,2020-07-13T00:00:00Z,2021-02-06T00:00:00Z,2021-07-13T00:00:00Z,2021-02-06T00:00:00Z,2021-05-22T00:00:00Z,,,,0.0
11031774,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000044,F581401468,PREFERRED MATERIALS INC.,,E2Y25,"Crawford, Vineesh *Deactivated",02,SECOND,78,ST. JOHNS,False,43761715201,N/A,SR578010000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,351.0,250.0,51,115,48,0.0,0.0,43.0,State,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-07-08T00:00:00Z,DIST,True,FINAL PAYMENT MADE,115,365,5599368.36,5599368.36,0.0,5819954.47,0.0,0.0,795,2019-03-20T00:00:00Z,2019-04-05T00:00:00Z,2019-04-23T00:00:00Z,2019-07-05T00:00:00Z,2020-06-19T00:00:00Z,2019-07-08T00:00:00Z,2020-03-14T00:00:00Z,,,,0.0
11031775,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000045,F811876890,CONTINENTAL HEAVY CIVIL CORP.,,E2X66,"Gurganious, Robert",02,SECOND,72,DUVAL,False,43727415201,N/A,I-10 at CR 217 YELLOW WATER ROAD BRIDGE72840000,CC,CC-Const Contract,Construction Contracts,C,X5-Bridge Construction,BRIDGE REPLACEMENT,,726.0,500.0,65,238,75,0.0,0.0,75.0,State,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-02-10T00:00:00Z,DIST,True,FINAL PAYMENT MADE,238,738,7944014.77,8017497.77,73483.0,8035622.77,0.01,0.0,200,2019-10-16T00:00:00Z,2019-11-01T00:00:00Z,2019-11-14T00:00:00Z,2020-02-10T00:00:00Z,2022-02-04T00:00:00Z,2020-02-10T00:00:00Z,2021-06-26T00:00:00Z,,,,0.0
11031776,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000046,F571191566,"FLORIDA SAFETY CONTRACTORS, INC",,E2X65,"Benton, Brian",02,SECOND,72,DUVAL,False,43239615201,N/A,SR13(SAN JOSE BLVD) FR: JULINGTON CREEK RD TO: MANDARIN RD72160000,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,TRAFFIC SIGNAL UPDATE,,532.0,300.0,49,218,24,0.0,0.0,20.0,State,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-07-01T00:00:00Z,DIST,True,FINAL PAYMENT MADE,218,518,2683748.12,2672792.31,-10955.81,2597896.26,0.0,0.0,622,2018-12-19T00:00:00Z,2019-01-11T00:00:00Z,2019-01-30T00:00:00Z,2019-06-27T00:00:00Z,2020-12-09T00:00:00Z,2019-07-01T00:00:00Z,2020-04-26T00:00:00Z,,,,0.0
11031777,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000047,F592385218,"HINSON, JAMES D., ELECTRICAL CONTRACTING COMPANY, INC.",,E2X64,"Lansdale, Samuel",02,SECOND,72,DUVAL,False,20964255201,N/A,SR139(KINGS RD) FROM: CLEVELAND ST TO: DIVISION STREET72080000,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,TRAFFIC SIGNAL UPDATE,,509.0,420.0,54,89,16,0.0,0.0,13.0,State,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-05-17T00:00:00Z,DIST,True,FINAL PAYMENT MADE,89,509,2988353.0,2988353.0,0.0,3021571.1,0.0,0.0,690,2018-09-19T00:00:00Z,2018-10-05T00:00:00Z,2018-10-22T00:00:00Z,2019-05-13T00:00:00Z,2020-10-02T00:00:00Z,2019-05-17T00:00:00Z,2020-07-10T00:00:00Z,,,,0.0
11031778,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000048,F382907623,THE GUARANTEE COMPANY OF NORTH AMERICA USA,,E2X05,"Lovelace, Joseph",02,SECOND,99,DIST/ST-WIDE,False,44030215201,D217058B,ITS FREEWAY MANAGEMENTmidpoint,CDBL,CDBL-Const Design Build - Low Bid,Design Build Contracts,C,X7-Traffic Operations,ITS FREEWAY MANAGEMENT,,1344.0,485.0,50,690,26,0.0,0.0,26.0,Federal,E,$2M - $5M,False,False,https://data.fdot.gov/road/projects/#/ContractId=,2018-04-04T00:00:00Z,DIST,True,FINAL PAYMENT MADE,690,1175,3698384.0,3798384.0,100000.0,3287198.54,0.03,1.0,259,2017-12-13T00:00:00Z,2018-02-14T00:00:00Z,2018-03-07T00:00:00Z,2018-04-04T00:00:00Z,2021-12-07T00:00:00Z,2018-04-04T00:00:00Z,2019-08-02T00:00:00Z,,,,0.0
11031779,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000049,F208429863,SICE INC,,E2V69,"Whichard, Sidney ""Sid""",02,SECOND,99,DIST/ST-WIDE,False,21327275201,N/A,I-10(SR8)72270000,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,ADV TRAVELER INFORMATION SYSTM,,983.0,750.0,118,233,55,4365.08,0.0,46.0,State,H,Over $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2017-12-13T00:00:00Z,DIST,True,FINAL PAYMENT MADE,233,983,16294500.0,17291837.38,997337.38,18816209.58,0.06,0.0,732,2017-10-18T00:00:00Z,2017-11-03T00:00:00Z,2017-11-09T00:00:00Z,2017-12-13T00:00:00Z,2020-08-21T00:00:00Z,2017-12-13T00:00:00Z,2020-01-02T00:00:00Z,,,,0.0
11031780,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000050,F592361020,"M & J CONSTRUCTION COMPANY OF PINELLAS COUNTY, INC.",,E2V62,"Butler, T. J.",02,SECOND,72,DUVAL,False,43742915201,N/A,SR116 BRIDGE NO72067772193000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE-REPAIR/REHABILITATION,,1132.0,538.0,54,597,61,100880.11,0.0,47.0,State,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2017-09-21T00:00:00Z,DIST,True,FINAL PAYMENT MADE,597,1135,2735950.97,5631812.33,2895861.36,5550374.1,1.02,0.0,666,2017-04-19T00:00:00Z,2017-05-05T00:00:00Z,2017-05-25T00:00:00Z,2017-09-21T00:00:00Z,2020-10-26T00:00:00Z,2017-09-21T00:00:00Z,2019-03-13T00:00:00Z,,,,0.0
11031781,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000051,F261293750,"PETTICOAT-SCHMITT CIVIL CONTRACTORS, INC.",,E2U39,"Byrd, Taylor",02,SECOND,78,ST. JOHNS,False,21045245201,N/A,US 1/SR A1A78030000,CC,CC-Const Contract,Construction Contracts,C,X2-Reconstruction,DRAINAGE IMPROVEMENTS,,1416.0,600.0,275,804,101,0.0,0.0,92.0,State,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2017-10-30T00:00:00Z,DIST,True,FINAL ACCEPTED,804,1404,9214722.25,10283403.26,1068681.01,10045298.55,0.12,0.0,343,2017-06-14T00:00:00Z,2017-07-21T00:00:00Z,2017-08-15T00:00:00Z,2017-10-30T00:00:00Z,2021-09-14T00:00:00Z,2017-10-30T00:00:00Z,2019-06-22T00:00:00Z,,,,0.0
11031782,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000052,F592073526,"ENGINEER CONTROL SYSTEMS, CORPORATION",,E2Y24,"Milovidov,Maksim",02,SECOND,72,DUVAL,False,43743715201,N/A,SR115 OVER TROUT RIVER BRIDGE NO.72003372150000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE-REPAIR/REHABILITATION,,145.0,150.0,15,19,4,0.0,0.0,4.0,State,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-10-26T00:00:00Z,DIST,True,FINAL PAYMENT MADE,19,169,1280762.25,1204874.28,-75887.97,1079364.62,-0.06,0.0,522,2020-05-13T00:00:00Z,2020-06-05T00:00:00Z,2020-06-29T00:00:00Z,2020-10-26T00:00:00Z,2021-03-19T00:00:00Z,2020-10-26T00:00:00Z,2021-03-25T00:00:00Z,,,,0.0
11031783,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000053,F592554039,"AMERICAN LIGHTING AND SIGNALIZATION, LLC.",,E2Z35,"Hardy, Johnathon",02,SECOND,29,COLUMBIA,False,43593915201,N/A,SR10(US90)-SR247 AND FAITH ROAD29010000,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,TRAFFIC OPS IMPROVEMENT,,92.0,75.0,6,17,8,0.0,0.0,8.0,State,B,$250K - $500K,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-09-18T00:00:00Z,DIST,True,FINAL PAYMENT MADE,17,92,484693.44,492193.44,7500.0,451960.39,0.02,0.0,613,2020-03-18T00:00:00Z,2020-04-03T00:00:00Z,2020-04-23T00:00:00Z,2020-09-18T00:00:00Z,2020-12-18T00:00:00Z,2020-09-18T00:00:00Z,2020-12-02T00:00:00Z,,,,0.0
11031784,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000054,F592554039,"AMERICAN LIGHTING AND SIGNALIZATION, LLC.",,E2Z36,"Cash, Sheldon",02,SECOND,72,DUVAL,False,43930315201,y,TRAFFIC SIGNAL UPDATE72050000,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,TRAFFIC SIGNAL UPDATE,,236.0,90.0,20,146,16,0.0,0.0,16.0,Federal,B,$250K - $500K,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-10-12T00:00:00Z,DIST,True,FINAL PAYMENT MADE,146,236,363395.67,445802.24,82406.57,448482.75,0.23,1.0,445,2019-12-18T00:00:00Z,2020-01-07T00:00:00Z,2020-02-05T00:00:00Z,2020-10-12T00:00:00Z,2021-06-04T00:00:00Z,2020-10-12T00:00:00Z,2021-01-29T00:00:00Z,,,,0.0
11031785,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000055,F274113616,PIGOTT ASPHALT AND SITEWORK LLC,,E2Z37,"Smith, William ""Mark""",02,SECOND,38,TAYLOR,False,43616525201,N/A,SR 55 (US 19) - DRAINAGE38010000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,DRAINAGE IMPROVEMENTS,,141.0,90.0,8,60,37,0.0,26.0,11.0,State,B,$250K - $500K,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-07-13T00:00:00Z,DIST,True,FINAL PAYMENT MADE,60,150,335201.98,335201.98,0.0,332890.27,0.0,0.0,631,2020-03-18T00:00:00Z,2020-04-03T00:00:00Z,2020-04-16T00:00:00Z,2020-07-13T00:00:00Z,2020-11-30T00:00:00Z,2020-07-13T00:00:00Z,2020-10-11T00:00:00Z,,,,0.0
11031786,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000056,F591576957,"PEAVY & SON CONSTRUCTION CO., INC.",,E3S37,"Sheridan, Peter",03,THIRD,55,LEON,False,43972615201,N/A,SR 20 B-TOWN HWY55070000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,167.0,150.0,6,24,18,0.0,0.0,18.0,State,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-02-14T00:00:00Z,DIST,True,FINAL PAYMENT AUTHORIZED,24,174,1570270.0,1570270.0,0.0,1509876.81,0.0,0.0,755,2019-08-08T00:00:00Z,2019-09-04T00:00:00Z,2019-09-19T00:00:00Z,2020-02-14T00:00:00Z,2020-07-29T00:00:00Z,2020-02-14T00:00:00Z,2020-07-14T00:00:00Z,,,,0.0
11031787,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000057,F591683951,"C.W. ROBERTS CONTRACTING, INC.",,E3S03,"Melvin, David",03,THIRD,52,HOLMES,False,43775215201,N/A,SR 79 FROM CR 177 TO THE ALABAMA STATE LINE - RESURFACING52030000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,351.0,240.0,45,125,60,0.0,0.0,58.0,State,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-07-11T00:00:00Z,DIST,True,FINAL PAYMENT MADE,125,365,4297338.0,4339701.01,42363.01,4345544.84,0.01,0.0,789,2019-04-16T00:00:00Z,2019-05-08T00:00:00Z,2019-05-29T00:00:00Z,2019-07-11T00:00:00Z,2020-06-25T00:00:00Z,2019-07-11T00:00:00Z,2020-03-07T00:00:00Z,,,,0.0
11031788,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000058,F592361020,"M & J CONSTRUCTION COMPANY OF PINELLAS COUNTY, INC.",,E3S02,"Kerwin, Jeff",03,THIRD,54,JEFFERSON,False,21939725201,N/A,SR 57 BRIDGE REPAIR-REHAB54030000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE - PAINTING,,36.0,90.0,0,1,1,0.0,0.0,1.0,State,B,$250K - $500K,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-04-21T00:00:00Z,DIST,True,FINAL PAYMENT AUTHORIZED,1,91,427395.51,427395.51,0.0,396530.83,0.0,0.0,819,2019-12-12T00:00:00Z,2020-01-10T00:00:00Z,2020-01-28T00:00:00Z,2020-04-21T00:00:00Z,2020-05-26T00:00:00Z,2020-04-21T00:00:00Z,2020-07-20T00:00:00Z,,,,0.0
11031789,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000059,F208163134,"BRIDGE MASTERS CONSTRUCTION, LLC",,E3R95,"Benson, L. E.***Retired***(db)",03,THIRD,57,OKALOOSA,False,41558035201,N/A,- BRIDGE-REPAIR/REHABILITATION57002000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE-REPAIR/REHABILITATION,,109.0,90.0,9,27,18,0.0,0.0,8.0,State,B,$250K - $500K,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-10-23T00:00:00Z,DIST,True,FINAL PAYMENT MADE,27,117,328111.0,328111.0,0.0,264195.0,0.0,0.0,621,2020-02-13T00:00:00Z,2020-03-11T00:00:00Z,2020-03-27T00:00:00Z,2020-08-24T00:00:00Z,2020-12-10T00:00:00Z,2020-10-23T00:00:00Z,2021-01-21T00:00:00Z,,,,0.0
11031790,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000060,F591683951,"C.W. ROBERTS CONTRACTING, INC.",,E3R78,"Toole, Kimberly",03,THIRD,46,BAY,False,43813815201,N/A,SR 75 (US 231) at 19th St. Intersection46040000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,ADD RIGHT TURN LANE(S),,116.0,90.0,7,34,27,0.0,0.0,27.0,State,B,$250K - $500K,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-04-10T00:00:00Z,DIST,True,FINAL PAYMENT MADE,34,124,467023.06,467023.06,0.0,452192.87,0.0,0.0,750,2019-11-14T00:00:00Z,2019-12-23T00:00:00Z,2020-01-10T00:00:00Z,2020-04-10T00:00:00Z,2020-08-03T00:00:00Z,2020-04-10T00:00:00Z,2020-07-09T00:00:00Z,,,,0.0
11031791,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000061,F263552913,"SUPERIOR CONSTRUCTION COMPANY SOUTHEAST, LLC",,E3R75,"Benson, L. E.***Retired***(db)",03,THIRD,58,SANTA ROSA,False,40731075201,N/A,BRIDGE-REPAIR REHAB58040000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE-REPAIR/REHABILITATION,,236.0,180.0,30,56,22,0.0,0.0,22.0,State,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-10-28T00:00:00Z,DIST,True,FINAL PAYMENT MADE,56,236,1896816.15,2013742.44,116926.29,1899113.41,0.06,0.0,795,2019-06-13T00:00:00Z,2019-07-11T00:00:00Z,2019-08-01T00:00:00Z,2019-10-28T00:00:00Z,2020-06-19T00:00:00Z,2019-10-28T00:00:00Z,2020-04-25T00:00:00Z,,,,0.0
11031792,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000062,F591879185,"PANHANDLE GRADING & PAVING, INC.",,E3R72,"Searight, Ben",03,THIRD,58,SANTA ROSA,False,43255415201,N/A,SR 4  RESURFACING58080000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,280.0,180.0,23,98,26,0.0,0.0,26.0,State,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-10-08T00:00:00Z,DIST,True,FINAL PAYMENT AUTHORIZED,98,278,4336259.43,4459598.39,123338.96,4390049.86,0.03,0.0,771,2019-07-11T00:00:00Z,2019-08-07T00:00:00Z,2019-08-23T00:00:00Z,2019-10-08T00:00:00Z,2020-07-13T00:00:00Z,2019-10-08T00:00:00Z,2020-04-05T00:00:00Z,,,,0.0
11031793,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000063,F593458160,"HALE CONTRACTING, INC.",,E3R70,"Kerwin, Jeff",03,THIRD,55,LEON,False,43814115201,N/A,SR 26355002000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,ADD LEFT TURN LANE(S),,179.0,60.0,0,119,28,0.0,0.0,28.0,State,C,$500K - $1M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-01-06T00:00:00Z,DIST,True,FINAL PAYMENT MADE,119,179,628777.77,721767.06,92989.29,721737.58,0.15,1.0,782,2019-09-12T00:00:00Z,2019-10-09T00:00:00Z,2019-10-29T00:00:00Z,2020-01-06T00:00:00Z,2020-07-02T00:00:00Z,2020-01-06T00:00:00Z,2020-03-06T00:00:00Z,,,,0.0
11031794,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000064,F134122485,"FREYSSINET, INC.",,E3R26,"Kerwin, Jeff",03,THIRD,54,JEFFERSON,False,42358835201,N/A,SR20 Aucilla River Bridge Repair Rehab54020000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE-REPAIR/REHABILITATION,,262.0,240.0,21,34,13,0.0,0.0,13.0,State,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2019-10-29T00:00:00Z,DIST,True,FINAL PAYMENT MADE,34,274,1085211.0,1085211.0,0.0,1014601.44,0.0,0.0,783,2019-05-09T00:00:00Z,2019-06-05T00:00:00Z,2019-06-20T00:00:00Z,2019-10-14T00:00:00Z,2020-07-01T00:00:00Z,2019-10-29T00:00:00Z,2020-06-25T00:00:00Z,,,,0.0
11031795,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000065,F631075391,CONTACT NETWORK LLC,,E3Q53,"Jernigan, Erica",03,THIRD,99,DIST/ST-WIDE,False,44009615201,N/A,ITS FREEWAY MANAGEMENT48260000,CDB,CDB-Const Design Build,Design Build Contracts,C,Z-Other,ITS FREEWAY MANAGEMENT,,1139.0,380.0,90,599,191,21263.21,0.0,74.0,State,E,$2M - $5M,False,True,https://data.fdot.gov/road/projects/#/ContractId=,2017-09-18T00:00:00Z,DIST,True,FINAL PAYMENT AUTHORIZED,599,979,4412092.8,4461208.98,49116.18,4007986.91,0.01,0.0,662,2017-07-20T00:00:00Z,2017-08-07T00:00:00Z,2017-08-18T00:00:00Z,2017-09-18T00:00:00Z,2020-10-30T00:00:00Z,2017-09-18T00:00:00Z,2018-10-03T00:00:00Z,,,,0.0
11031796,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000066,F593598732,"ROADS, INC. OF NWF",,E3O54,"Blackmon, Edward",03,THIRD,48,ESCAMBIA,False,21860565201,N/A,SR 10 - 9 MILE ROAD TO SR 848010000,CDB,CDB-Const Design Build,Design Build Contracts,C,X2-Reconstruction,ADD LANES & RECONSTRUCT,,2097.0,789.0,185,1329,633,175864.75,0.0,596.0,State,H,Over $15M,False,True,https://data.fdot.gov/road/projects/#/ContractId=,2016-03-31T00:00:00Z,DIST,True,FINAL PAYMENT AUTHORIZED,1329,2118,29137700.0,36335019.1,7197319.1,37382829.6,0.24,0.0,221,2016-01-29T00:00:00Z,2016-02-12T00:00:00Z,2016-03-03T00:00:00Z,2016-03-31T00:00:00Z,2022-01-14T00:00:00Z,2016-03-31T00:00:00Z,2018-05-29T00:00:00Z,,,,0.0
11031797,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000067,F204553050,HICKS SEAL COATING & STRIPING L,,E2Z56,"Olivella, Joaquin",02,SECOND,31,GILCHRIST,False,43807915201,N/A,SR26 WESTBOUND LT LN @ SW 298TH ST/SE 90TH AVE31010000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,ADD TURN LANE(S),,152.0,100.0,19,52,33,0.0,0.0,33.0,State,C,$500K - $1M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-08-13T00:00:00Z,DIST,True,FINAL PAYMENT MADE,52,152,744154.44,744154.44,0.0,696705.2,0.0,0.0,589,2020-05-13T00:00:00Z,2020-06-05T00:00:00Z,2020-06-29T00:00:00Z,2020-08-13T00:00:00Z,2021-01-11T00:00:00Z,2020-08-13T00:00:00Z,2020-11-21T00:00:00Z,,,,0.0
11031798,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000068,F461187423,"SOUTHERN ROAD & BRIDGE, LLC",,E2Z52,"Byrd, Taylor",02,SECOND,78,ST. JOHNS,False,43204815201,N/A,SR A1A HOSPITAL CREEK BR NO 78007178030000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE-REPAIR/REHABILITATION,,315.0,200.0,48,117,48,0.0,0.0,48.0,State,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-11-23T00:00:00Z,DIST,True,FINAL PAYMENT MADE,117,317,1206263.8,1206263.8,0.0,1198470.6,0.0,0.0,364,2020-05-13T00:00:00Z,2020-06-05T00:00:00Z,2020-06-17T00:00:00Z,2020-10-14T00:00:00Z,2021-08-24T00:00:00Z,2020-11-23T00:00:00Z,2021-06-11T00:00:00Z,,,,0.0
11031799,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000069,F591641879,SEACOAST INCORPORATED,,E2Z51,"Lahey, Daniel",02,SECOND,72,DUVAL,False,43384115201,N/A,SR10 EB @ SAN PABLO RIVER(ICWW) BRIDGE72100000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE-REPAIR/REHABILITATION,,436.0,350.0,46,92,33,0.0,0.0,33.0,State,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-10-05T00:00:00Z,DIST,True,FINAL PAYMENT MADE,92,442,2662544.0,2666490.98,3946.98,1959925.88,0.0,0.0,258,2020-04-15T00:00:00Z,2020-05-08T00:00:00Z,2020-06-03T00:00:00Z,2020-09-29T00:00:00Z,2021-12-08T00:00:00Z,2020-10-05T00:00:00Z,2021-09-20T00:00:00Z,,,,0.0
11031800,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000070,F030467673,EXTREME SANDBLASTING & PAINTING,,E2Z50,"Patterson, John",02,SECOND,72,DUVAL,False,42848915201,N/A,SR 5 (US 1) PRUDENTIAL DR BRIDGE72070000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE - PAINTING,,240.0,310.0,22,46,24,0.0,0.0,24.0,State,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-08-12T00:00:00Z,DIST,True,FINAL PAYMENT MADE,46,356,1635959.5,1685775.0,49815.5,1669775.43,0.03,0.0,502,2020-03-18T00:00:00Z,2020-04-03T00:00:00Z,2020-04-27T00:00:00Z,2020-08-12T00:00:00Z,2021-04-08T00:00:00Z,2020-08-12T00:00:00Z,2021-06-18T00:00:00Z,,,,0.0
11031801,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000071,F461187423,"SOUTHERN ROAD & BRIDGE, LLC",,E2Z39,"Butler, T. J.",02,SECOND,72,DUVAL,False,43122445201,N/A,Norfolk Southern-CSX RR Bridge72291000,CC,CC-Const Contract,Construction Contracts,C,X6-Bridge Repair,BRIDGE - PAINTING,,137.0,440.0,3,4,1,0.0,0.0,1.0,State,C,$500K - $1M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2021-03-08T00:00:00Z,DIST,True,FINAL PAYMENT MADE,4,444,788792.0,788792.0,0.0,738085.85,0.0,0.0,445,2020-04-15T00:00:00Z,2020-05-08T00:00:00Z,2020-05-22T00:00:00Z,2021-01-19T00:00:00Z,2021-06-04T00:00:00Z,2021-03-08T00:00:00Z,2022-05-22T00:00:00Z,,,,0.0
11031802,"SCO.Construction.Models.Domain.Contract, SCO.Construction",1000072,F261141819,"CDM CONTRACTING, INC.",,E2Z38,"Kirts, Brian",02,SECOND,72,DUVAL,False,43958915201,N/A,SR 212 /US 90/ BEACH BLVDSR 212 BEACH BLVD72190000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,CONSTRUCT SPECIAL STRUCTURE,,64.0,60.0,4,10,3,0.0,1.0,2.0,State,C,$500K - $1M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2020-09-21T00:00:00Z,DIST,True,FINAL PAYMENT MADE,10,70,671597.29,671597.29,0.0,637443.82,0.0,0.0,638,2019-12-18T00:00:00Z,2020-01-17T00:00:00Z,2020-02-21T00:00:00Z,2020-09-21T00:00:00Z,2020-11-23T00:00:00Z,2020-09-21T00:00:00Z,2020-11-20T00:00:00Z,,,,0.0
