Tender,Company,Procurement,Notice,Location,Closing,Value,Date
"GB-Telford: Desig, supply and install 2 children's play areas at Dallamoor, Hollinswood and Tweedale Crescent, Madeley, Telford",Telford & Wrekin Council,  Opportunity,  Open,  West Midlands,"  16 September 2022,  4pm","  £50,000 to £100,000",   1 August 2022
FCDO Legal & Tax Advice for International Remote Working,Foreign Commonwealth and Development Office,  Opportunity,  Open,  SW1A 2AH,"  31 August 2022,  5pm","  £850,000",   1 August 2022
A19 Askern Road Carriageway Resurfacing,Doncaster Council,  Opportunity,  Open,  Yorkshire and the Humber,"   5 September 2022, 12pm","  £0 to £400,000",   1 August 2022
KETTERING HIGH STREET HERITAGE ACTION ZONE - INTERPRETATION BOARDS,North Northamptonshire Council,  Opportunity,  Open,  NN16 0BE,"  24 August 2022, 12pm","  £20,000",   1 August 2022
"GB-London: ELECTRICAL SERVICES SPECIFICATION FOR THE INSTALLATION OF GATES, ACCESS CONTROL AND LIGHTING AT THE PINNACLE THAMESMEAD 21077",Peabody,  Opportunity,  Open,  London,"  31 August 2022, 12pm","  £500,000 to £1,000,000",   1 August 2022
South Holland District Council - HRA Assisted Living Aids and Adaptations,Breckland District Council and South Holland District Council,  Opportunity,  Open,  PE11 2XE,"   1 September 2022, 12pm","  £1,980,000 to £4,000,000",   1 August 2022
TRG Lift framework (Commercial & Domestic),Riverside,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Scotland","   5 September 2022, 12am","  £5,440,000","   1 August 2022, last edited  1 August 2022"
Groundsman Building Ransomes,Ipswich Borough Council,  Opportunity,  Open,  IP1 2DE,"  26 August 2022, 11am","  £30,000 to £40,000",   1 August 2022
"21136 Cambridgeshire County Council Extra Care Schemes Bircham House, Dunstan Court, Moorlands Court, Poppyfields, Richard Newcombe and Willowbank",Cambridgeshire County Council,  Opportunity,  Open,  England,"   5 September 2022, 12pm","  £11,750,000",   1 August 2022
CBC-1402-T-CE Security Services - Routine and Reactive,Central Bedfordshire Council,  Opportunity,  Open,  SG17 5TQ,"  31 August 2022, 12pm",  £0,   1 August 2022
Joint Repairs of 7202B Grantham Railway & 7205B Newark Railway Bridge,Via East Midlands Ltd,  Opportunity,  Open,  NG22 8ST,"  31 August 2022,  3pm","  £70,000",   1 August 2022
"Retail Units @ The Royal Sussex County Hospital, Brighton",University Hospitals Sussex NHS Foundation Trust,  Opportunity,  Open,  BN2 5BE,"  26 August 2022,  5pm","  £2,000,000 to £9,000,000",   1 August 2022
Concession Partner for BFI IMAX,BFI,  Opportunity,  Open,  W1T 1LN,"  26 August 2022, 12pm",  £0,   1 August 2022
GB-London: THE IMPROVEMENT IN SAFETY AND SECURITY INCORPORATING PHYSICAL DEFENCES WITH SECURITY GATES AND FENCING ALONG WITH ACCESS CONTROL AND THE LATER INCORPO,Peabody,  Opportunity,  Open,  London,"  31 August 2022, 12pm","  £100,000 to £500,000",   1 August 2022
Provision of Window (and other Glazing) Cleaning Services in Residential Housing Blocks,London Borough of Wandsworth,  Opportunity,  Open,  London,"   7 September 2022, 12pm","  £305,543","  19 July 2022, last edited  1 August 2022"
GB-London: LGA Economic Growth Advisers Programme Great Yarmouth Economic Growth Strategy evaluation,Improvement and Development Agency for Local Government,  Opportunity,  Open,  Any region,"  26 August 2022,  4pm","  £10,000 to £25,000",   1 August 2022
West Yorkshire Housing Strategy,West Yorkshire Combined Authority,  Opportunity,  Open,  LS1 2DE,"  31 August 2022, 12pm","  £0 to £35,000",   1 August 2022
C21279 - Industrial Cleaning Services of Detection Technology Shelters in Northern France,Home Office,  Future opportunity,  Open,  Any region,Approach to market date 26 August 2022,"  £0 to £54,000",   1 August 2022
CA10913 - Website Redesign Discovery Consultancy Services,The Prince's Trust,  Opportunity,  Open,  EC2M 7LS,"  26 August 2022, 12pm","  £50,000",   1 August 2022
Internal Audit Services,Livv Housing Group,  Opportunity,  Open,  North West,"   1 September 2022, 12pm","  £0 to £250,000",   1 August 2022
GB-London: 001950 Higher Education and Science Event Management 2022-23,British Library,  Opportunity,  Open,  Any region,"   5 September 2022, 12pm","  £10,000 to £25,000",   1 August 2022
"The Pan-Dorset (Bournemouth, Christchurch, Poole and Dorset) Integrated Equip for Living Service 2023",Bournemouth Christchurch and Poole Council,  Opportunity,  Open,  United Kingdom,"  26 September 2022,  2pm","  £60,000,000 to £100,000,000",   1 August 2022
Supply of Snacks and Drinks,Leeds City Council,  Opportunity,  Open,  LS1 1UR,"   1 September 2022, 12pm","  £0 to £53,200",   1 August 2022
Stroud Market Town Councils Tourism Brief,Stroud Town Council,  Opportunity,  Open,  South West,"  12 September 2022, 12pm","  £25,000",   1 August 2022
Operational Excellence Programme,CELL AND GENE THERAPY CATAPULT,  Opportunity,  Open,  South East,"   1 September 2022, 12pm","  £500,000",   1 August 2022
Golf Professional Services,North Lincolnshire Council,  Opportunity,  Open,  Yorkshire and the Humber,"   1 September 2022, 12pm","  £0 to £150,000",   1 August 2022
GB-Bath: Professional Service Transformation Programme,University of Bath,  Opportunity,  Open,  South West,"  31 August 2022,  2pm","  £50,000 to £100,000",   1 August 2022
Operational Services pick-up truck,COUNCIL OF THE ISLES OF SCILLY,  Opportunity,  Open,  England,"  23 August 2022,  4pm","  £20,000",   1 August 2022
Q0246 University Hospital Lewisham - Replacement of existing above ground drainage system within the basement of KOO Block (Ladywell) at University Hospital Lewisham (Atamis Ref: C97859),Lewisham & Greenwich NHS Trust,  Opportunity,  Open,  SE13 6LH,"  29 August 2022, 12pm","  £350,000 to £400,000",   1 August 2022
GB-london: 001949 BLXBFC Fashion Student Competition 22-23 And London Fashion Week Feb 23 Consultancy and Stakeholder Management,British Library,  Opportunity,  Open,  Any region,"   5 September 2022, 12pm","  £10,000 to £25,000",   1 August 2022
The Micromobility Market and London's Micromobility Future,Transport for London,  Future opportunity,  Open,  England,Approach to market date  1 April 2025,  £0,   1 August 2022
Consultancy for Supporting the Council to Develop a Strategic Play Area Development Plan,Worcester City Council,  Opportunity,  Open,  England,"  26 August 2022, 12pm",  £0,   1 August 2022
Highways Waste and Recycling Framework 2022,Dorset Council,  Opportunity,  Open,  England,"  31 August 2022,  2pm","  £2,700,000",   1 August 2022
"Works Contract - Flooring - Terrazzo, Amtico, Nora Rubber",THE NATIONAL ARCHIVES,  Opportunity,  Open,  TW9 4DU,"  31 August 2022, 12pm","  £250,000",   1 August 2022
Provision of Community Reparation and Unpaid Work Services,Blackburn with Darwen,  Opportunity,  Open,  bb2 1dh,"   2 September 2022,  5pm","  £185,000",   1 August 2022
"Provision of a Medway Adult Substance Treatment, Harm Reduction and Recovery Service",Medway Council,  Opportunity,  Open,  me4 4tr,"   9 September 2022,  3:30pm","  £13,823,120",   1 August 2022
"Flying Scotsman - 100 Years, 100 Voices Exhibition Design",Science Museum Group,  Opportunity,  Open,  SW7 2DD,"  25 August 2022,  5pm","  £15,000",   1 August 2022
Veterinary Services for Port Health,SOUTHAMPTON CITY COUNCIL,  Opportunity,  Open,  South East,"   1 September 2022, 12pm","  £400,000","   1 August 2022, last edited  1 August 2022"
TRiM Training,Yorkshire and Humber Police Procurement (Y&HPP),  Opportunity,  Open,  Yorkshire and the Humber,"  31 August 2022,  5pm","  £10,000 to £100,000",   1 August 2022
WCC - Print Services Framework,Warwickshire County Council (WCC),  Opportunity,  Open,  CV34 4RL,"  30 August 2022, 12pm","  £600,000 to £800,000","  29 July 2022, last edited  1 August 2022"
WCC - Creative Design Services Framework,Warwickshire County Council (WCC),  Opportunity,  Open,  CV34 4RL,"  30 August 2022, 12pm","  £160,000 to £200,000",   1 August 2022
Provision of Buckinghamshire Domestic & Sexual Violence & Abuse Services,Buckinghamshire Council,  Opportunity,  Open,  England,"  19 September 2022, 12pm","  £3,755,000",   1 August 2022
Screening for spinal muscular atrophy (SMA)-Scoping of Work,Department of Health and Social Care (London),  Opportunity,  Open,  SW1H 0EU,"   5 September 2022, 12pm","  £90,000",   1 August 2022
Supply and Delivery of Ambient Foods and High Volume Grocery Supplies,Kirklees Council,  Future opportunity,  Open,  Yorkshire and the Humber,Approach to market date 19 September 2022,"  £8,000,000",   1 August 2022
Care Technology / Enabled Care,London Borough of Sutton,  Opportunity,  Open,  England,"  30 August 2022, 12pm","  £5,000,000 to £7,000,000",   1 August 2022
"Create a concrete Skate Park, King George's Field, Westerham",Westerham Town Council,  Opportunity,  Open,  TN16 1BN,"  14 September 2022, 12pm","  £100,000",  31 July 2022
Online Learning Service,University of Greenwich,  Opportunity,  Open,  Any region,"  15 September 2022, 12am","  £10,000,000",  31 July 2022
Clinical Skills Training for Community Pharmacists,Health Education England,  Opportunity,  Open,  England,"  30 August 2022, 10am","  £2,000,000","  29 July 2022, last edited 29 July 2022"
NHSE - Reducing Violence Against Primary Care Staff,NHS Arden and Greater East Midlands Commissioning Support Unit,  Opportunity,  Open,  Any region,"  25 August 2022,  5pm","  £0 to £180,000",  29 July 2022
Sheffield Mental Health Guide,Sheffield City Council,  Opportunity,  Open,  Yorkshire and the Humber,"  30 August 2022, 12pm","  £297,000 to £396,000",  29 July 2022
Provision of the Supply and Delivery of  Audience Chairs for the Winding Wheel Theatre,Chesterfield Borough Council,  Opportunity,  Open,  England,"  30 August 2022, 12pm","  £80,000",  29 July 2022
HEVAC Services & Maintenance - Commercial & Complex,Onward Homes,  Opportunity,  Open,  L1 4AA,"   7 September 2022, 11:03am",  £0,  29 July 2022
New Windows,Brampton Manor Trust,  Opportunity,  Open,  London,"   9 September 2022, 12pm",  £0,  29 July 2022
NHSE875 - Invitation to Tender - APMS - Withnell Health Centre,NHS Lancashire and South Cumbria Integrated Care Board,  Opportunity,  Open,  North West,"  29 August 2022, 12pm","  £12,437,355",  29 July 2022
FACILITIES MAINTENANCE INCLUDING GROUNDS AND GARDENS,NHS South West - Acutes,  Opportunity,  Open,  PL31 2QN,"  30 August 2022, 12pm","  £0 to £2,750,000",  29 July 2022
Bradford Design Code (Urban Housing),City of Bradford Metropolitan District Council,  Opportunity,  Open,  BD1 1HX,"  25 August 2022, 12pm","  £1 to £150,000",  29 July 2022
GD-Glasgow: Tax Advisory Services,Scottish Water,  Opportunity,  Open,  Scotland,"  26 August 2022,  5pm","  £100,000 to £500,000",  29 July 2022
"1760 Coach & Mini Bus Travel Services Framework at De Montfort University, Leicester",De Montfort University,  Opportunity,  Open,  LE1 9BH,"  31 August 2022, 11:59am",  £0,  29 July 2022
Emergency Towage Vessel,MCA - Maritime and Coastguard Agency,  Opportunity,  Open,  Scotland,"   2 September 2022, 11am","  £25,258,000",  29 July 2022
GLA 82100 New Deal for Young People Mentoring Support,Transport for London,  Opportunity,  Open,  United Kingdom,"   6 September 2022, 12pm","  £170,000",  29 July 2022
Asset Delivery Frameworks,Defra Network eTendering Portal,  Early engagement,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",  26 August 2022,"Publication date 29 July 2022, last edited 29 July 2022",None
PRP153 - New Access Road at Creswell C of E Infant and Nursery School,Derbyshire County Council,  Opportunity,  Open,  United Kingdom,"  25 August 2022, 11am","  £200,000",  29 July 2022
"High Path Phase 3 - Energy Centre Fit-out, district heating network installation, and heating network operator",Clarion Housing Group,  Opportunity,  Open,  London,"  29 August 2022,  2pm","  £75,000,000",  29 July 2022
CA10813 - PR8059 - Paediatric MRI Services,Partners Procurement Service (PPS),  Opportunity,  Open,  N19 5NF,"  30 August 2022, 12pm",  £0,  29 July 2022
CA10805 - Sir George Monoux College - Planned Preventative Maintenance Services Contract,Sir George Monoux College,  Opportunity,  Open,  E17 5AA,"  30 August 2022, 10am",  £0,  29 July 2022
Ref 259 - RBKC Council Housing - Electrical Testing PPM4 2021,capitalEsourcing,  Opportunity,  Open,  London,"   9 September 2022, 12pm","  £1,750,000",  29 July 2022
School Improvement Advisers Pseudo-Framework,Gloucestershire County Council,  Opportunity,  Open,  England,"  29 August 2022, 10am","  £3,000,000","  29 July 2022, last edited 29 July 2022"
"The Installation of a New Sewage Treatment Plant at Portley Hill Depot, Littleport",East Cambridgeshire District Council,  Opportunity,  Open,  England,"  16 September 2022, 12pm","  £250,000",  29 July 2022
DPS - Dynamic Supplier List: Asset Solutions,EASTERN PROCUREMENT LIMITED,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World","  29 November 2025, 12pm","  £210,000,000","  18 April 2019, last edited 29 July 2022"
Invitation to Tender - Alternative Provider Medical Service (APMS) - Withnell Health Centre,North Of England Commissioning Support,  Opportunity,  Open,  PR6 7PS,"  30 August 2022, 12pm","  £12,437,355","  29 July 2022, last edited 29 July 2022"
YPO - 001111 3rd Party Logistics,YPO,  Opportunity,  Open,  United Kingdom,"   6 September 2022,  2pm","  £25,500,000","   7 July 2022, last edited 29 July 2022"
Management of Catmose Sports Centre (Rutland County Councll),Rutland County Council,  Opportunity,  Open,  England,"  28 October 2022, 12pm","  £10,770,000",  29 July 2022
Tender for  the Provision of Enhanced Email Security,Housing 21,  Opportunity,  Open,  Any region,"  31 August 2022, 12pm","  £500,000",  29 July 2022
NERARS,Southern Universities Purchasing Consortium (SUPC),  Opportunity,  Open,  RG6 6BU,"  31 August 2022, 11:59pm","  £10,000,000 to £40,000,000",  29 July 2022
BHCC DR Arboricultural Services,BHCC City Parks,  Opportunity,  Open,  BN1 1JE,"   9 September 2022, 12pm","  £0 to £3,000,000",  29 July 2022
9107 Learning from Everyday Heritage Grant awards,Historic England,  Opportunity,  Open,  SN2 2EH,"   2 September 2022, 12pm","  £15,000 to £20,000","  29 July 2022, last edited 29 July 2022"
"DPS for Energy Efficiency & Decarbonisation Retrofit Works, Services & Supplies",Advantage South West,  Opportunity,  Open,  England,"  26 September 2022, 10am","  £0 to £2,000,000,000",  29 July 2022
Healthy Living Centre Principle Works Contractor - The Pentagon Shopping Centre,Medway Council,  Opportunity,  Open,  England,"  31 August 2022,  5pm","  £7,800,000",  29 July 2022
628_23 Security and Surveillance Equipment and Services,Espo,  Future opportunity,  Open,  United Kingdom,Approach to market date  6 January 2023,"  £100,000,000",  29 July 2022
PR472022 - Off The Streets Accommodation (Tier 1),Exeter City Council,  Opportunity,  Open,  England,"   1 September 2022, 12pm","  £325,000","  29 July 2022, last edited 29 July 2022"
Source to Pay Competitive Dialogue,Platform Housing Limited,  Opportunity,  Open,  West Midlands,"   1 September 2022, 12pm","  £3,500,000",  29 July 2022
Play and Outdoor Fitness Witcham Cambridgeshire,Witcham Parish Council,  Opportunity,  Open,  CB6 2LB,"  26 August 2022, 12pm","  £35,000","  29 July 2022, last edited 29 July 2022"
Winter Gritting service for the wider LCRCA estate,Merseytravel,  Opportunity,  Open,  England,"  26 August 2022, 11am","  £150,000",  29 July 2022
RES/PS/Language Services Framework,Bristol City Council,  Opportunity,  Open,  South West,"  26 August 2022, 12pm","  £1,500,000",  29 July 2022
Sexual Violence and Abuse Support for D&C OPCC,South West Police Procurement Services,  Opportunity,  Open,  South West,"  31 August 2022, 12pm","  £0 to £3,600,000",  29 July 2022
Cambridge City Council - Cambridge City Portrait - Market Engagement,Cambridge City Council,  Opportunity,  Open,  England,"  19 September 2022, 12pm","  £80,000",  29 July 2022
contract for the provision of Supported Employment Service across Richmond and Wandsworth Boroughs,London Boroughs of Richmond and Wandsworth,  Opportunity,  Open,  London,"  30 September 2022,  6pm","  £1,749,999",  29 July 2022
Fitted Rigging House in Chatham Dockyard,Chatham Historic Dockyard Trust,  Opportunity,  Open,  ME4 4TZ,"   2 September 2022,  5pm",  £0,"  13 July 2022, last edited 29 July 2022"
COV - Work Related Learning  DPS 2021,Coventry City Council (COV),  Opportunity,  Open,  CV1 2GN,"  31 August 2026,  1pm","  £0 to £4,900,000","   1 April 2021, last edited 29 July 2022"
CCS007 Provision of Strategic Partner for Children's Services,Derbyshire County Council,  Opportunity,  Open,  England,"  30 August 2022, 11am","  £415,000",  29 July 2022
Soft Play surface installation Play Park,NEWNHAM ON SEVERN PARISH COUNCIL,  Opportunity,  Open,  GL14 1DQ,"  15 September 2022,  5pm",  £1,  29 July 2022
Contract 54 - Framework for Windows & Door Replacements 2022-2024,North Tyneside Council,  Opportunity,  Open,  England,"   5 September 2022, 12pm","  £150,000",  29 July 2022
Lionheart Educational Trust Payroll Service,LIONHEART EDUCATIONAL TRUST,  Opportunity,  Open,  United Kingdom,"  26 August 2022, 12pm","  £215,000",  29 July 2022
Disagreement Resolution and Mediation Services,Liverpool City Council,  Opportunity,  Open,  England,"  26 August 2022, 10am","  £180,000 to £200,000",  29 July 2022
GB-Boston: Review of Tree Preservation Orders and Surveys of Trees in Boston,Boston Borough Council,  Opportunity,  Open,  East Midlands,"  30 August 2022, 12pm","  £25,000 to £50,000",  29 July 2022
Therapeutic Crisis Intervention Training for Bradford Children's Residential Homes & Fostering Families,City of Bradford Metropolitan District Council,  Opportunity,  Open,  Yorkshire and the Humber,"  29 August 2022,  2pm","  £0 to £155,000",  29 July 2022
PRIMARY CARE DOMESTIC VIOLENCE IDENTIFICATION AND REFERRAL SERVICE,London Borough of Hackney,  Opportunity,  Open,  England,"  16 September 2022, 12pm","  £450,000",  29 July 2022
"Finlock Gutter Removal to 3-8 & 9-14 Cockpit Close, Woodstock",Cottsway Housing Association Limited,  Opportunity,  Open,  OX28 4YG,"   9 September 2022, 12pm",  £0,  29 July 2022
Young People's Digital Mental Health Counselling Service and Face to Face Community Counselling  Services for  NHS Hampshire ICB inc. North East Hants and Farnham,NHS SOUTH OF ENGLAND PROCUREMENT SERVICES,  Opportunity,  Open,  South East,"  12 September 2022, 12pm","  £9,661,536",  29 July 2022
Interpreting and Communication Services for People who are D/deaf and Deafblind (August 2022),Kent County Council,  Opportunity,  Open,  England,"   5 September 2022, 12pm","  £1 to £800,000",  29 July 2022
Safety Health and Environment Management System,NATIONAL GRID UK LIMITED,  Future opportunity,  Open,"  West Midlands, United States",Approach to market date 22 August 2022,"  £2,000,000 to £3,000,000",  29 July 2022
Stoma Sponsorship,University Hospitals Birmingham NHS Foundation Trust,  Opportunity,  Open,  West Midlands,"   2 September 2022, 12pm",  £0,  29 July 2022
Merseytravel Radio Systems Consultant Single Party Framework,Merseytravel,  Opportunity,  Open,  England,"  30 August 2022, 11am","  £400,000",  29 July 2022
"General Building,  Structural & Environmental Works / Services Framework",Ongo Homes Ltd,  Opportunity,  Open,  Yorkshire and the Humber,"  30 August 2022, 12pm","  £8,080,000",  29 July 2022
AT1163 - Bus Service Improvement Plan,Luton Council,  Opportunity,  Open,  LU1 2BQ,"   7 September 2022,  5pm","  £300,000",  29 July 2022
THE PROVISION OF A MENTORING APPRENTICESHIP TO THE BRITISH ARMY,Ministry of Defence,  Opportunity,  Open,  Any region,"   2 September 2022, 10am","  £205,000","  29 July 2022, last edited 29 July 2022"
Ripon City Council Christmas Lights Tender 2022-2026,Ripon City Council,  Opportunity,  Open,  HG4 1DD,"  30 August 2022, 12pm","  £40,000 to £200,000","  28 July 2022, last edited 29 July 2022"
Thamesmead Social Gardening,Peabody Group,  Opportunity,  Open,  London,"  12 September 2022, 12am","  £40,000",  29 July 2022
Monmouth Comprehensive School ~ Catering Tender,Monmouth Comprehensive School,  Opportunity,  Open,  Wales,"   9 September 2022, 12pm","  £156,000",  29 July 2022
SC20074 - Eleven Plus for Kent Schools,Kent County Council,  Opportunity,  Open,  England,"   2 September 2022, 12pm","  £1,000,000",  29 July 2022
Refurbishment of Public Toilets,Shifnal Town Council,  Opportunity,  Open,  TF11 9AP,"   9 September 2022,  4pm","  £55,000 to £55,001",  29 July 2022
Neeld Theatre - Foyer and Bar Refurbishment,Chippenham Town Council,  Opportunity,  Open,  SN15 3ER,"  31 August 2022, 12pm",  £0,"   6 July 2022, last edited 29 July 2022"
Radiopaedia Licenses,Health Education England,  Opportunity,  Open,  LS1 4PL,"  30 August 2022, 12pm","  £27,900","  28 July 2022, last edited 29 July 2022"
"Warehousing, mailing fulfilment and distribution services",Defra Network eTendering Portal,  Opportunity,  Open,  CV8 2LZ,"  21 September 2022, 12pm","  £140,000 to £560,000",  29 July 2022
CP2127-21 DELETTI Solar Carports,Devon County Council,  Opportunity,  Open,  England,"  31 August 2022, 12pm","  £950,000","  28 July 2022, last edited 29 July 2022"
YPO - 001131 - Book Covering Film,YPO,  Opportunity,  Open,  England,"   2 September 2022,  2pm","  £1,200,000 to £1,500,000",  29 July 2022
"Records Management and Archiving, Security and Facilities Management Services at NDA Archives Ltd",CTM Portal for the NDA Shared Services Alliance,  Opportunity,  Open,  CA243HU,"  21 September 2022, 12pm","  £0 to £66,000,000",  28 July 2022
"Student Residences Design, Build, Financing and Operation (DBFO)",THE UNIVERSITY OF CHICHESTER,  Opportunity,  Open,  PO19 6PE,"  30 August 2022, 12pm","  £0.01 to £80,000,000",  28 July 2022
Ashfield District Council - Visitor Digital: Website and Augmented Reality Mobile App,PULSE CONSULT LTD,  Opportunity,  Open,  East Midlands,"  26 August 2022, 12pm","  £200,000",  28 July 2022
Lift Maintenance and Servicing,University of Reading,  Opportunity,  Open,  RG6 6AB,"  29 August 2022,  1pm","  £750,000 to £850,000",  28 July 2022
"Jigsaw Homes Group - Waste Management Contract - Lot 1 (North), Lot 2 (Manchester), Lot 3 (Tameside)",Jigsaw Homes Group,  Opportunity,  Open,"  North West, East Midlands","   2 September 2022, 12pm","  £50,000 to £300,000",  28 July 2022
Enforcement Services,Harlow District Council,  Opportunity,  Open,  East of England,"   8 September 2022, 12pm","  £1,000,000 to £4,000,000",  28 July 2022
GB-Rochford: Woodlands Office Accommodation,Rochford District Council,  Opportunity,  Open,  East of England,"   1 September 2022, 12pm","  £50,000 to £100,000",  28 July 2022
Dredging and Repairs to Carshalton Ponds - London Borough of Sutton,London Borough of Sutton,  Opportunity,  Open,  England,"  29 August 2022, 12pm",  £0,  28 July 2022
"The supply of Horticultural tools, materials and consumables to the London Borough of Hillingdon",London Borough of Hillingdon,  Opportunity,  Open,  UB8 1UW,"  31 August 2022, 12pm","  £392,000",  28 July 2022
SPS 2608 - The Provision of a High Quality Short Breaks and Activities for Children and Young People with Special Education Needs and Disabilities,Royal Borough of Greenwich,  Opportunity,  Open,  England,"  26 August 2022,  5pm","  £2,340,000",  28 July 2022
"Hearing Impairment Equipment (Servicing, Maintenance, Repairs & Upgrading Works)",SOUTHAMPTON CITY COUNCIL,  Opportunity,  Open,  South East,"  29 August 2022, 12pm","  £720,000","  24 June 2022, last edited 28 July 2022"
Dirty Water Management - West Coombeshead Farm,Cornwall College e-Tendering,  Opportunity,  Open,  PL25 4DJ,"  16 September 2022, 12pm","  £690,000 to £700,000","  21 July 2022, last edited 28 July 2022"
Aspiring Midwifery Leaders Development Programme,NHS England,  Opportunity,  Open,  LS2 7UE,"   2 September 2022,  9am","  £200,000",  28 July 2022
"Analytics & KPI Tools with Measurement, Monitoring & Data Layer",University of Bristol,  Early engagement,  Open,  BS1 5DS,  31 August 2022,Publication date 28 July 2022,None
Supply Chain Notice Wimbish D&W replacements to 8 properties (FDIS),Ministry of Defence,  Future opportunity,  Open,  PE28 2EA,Approach to market date  1 September 2022,"  £10,000",  28 July 2022
National Neonatal Nursing Standard,Health Education England,  Opportunity,  Open,  LS1 4PL,"  14 September 2022, 12pm","  £40,000",  28 July 2022
Removal and replacement of existing toilet facilities in two locations in Burnham on Sea,Sedgemoor District Council,  Opportunity,  Open,  England,"   2 September 2022, 12pm","  £100,000",  28 July 2022
TC520 - Parking Enforcement,Manchester City Council,  Opportunity,  Open,  England,"  30 August 2022, 11am","  £65,000,000",  28 July 2022
Welfare Extension and Adaptations,Swindon Borough Council,  Opportunity,  Open,  England,"   1 September 2022,  2pm","  £180,000","  28 July 2022, last edited 28 July 2022"
ASC013/2022 The Supply of Aids to Daily Living,Middlesbrough Borough Council,  Opportunity,  Open,  England,"   5 September 2022, 12pm","  £32,168,000","  28 July 2022, last edited 28 July 2022"
Commercial Gas Service Maintenance and Repair,Riverside,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West","  30 August 2022, 12am","  £950,000 to £3,800,000",  28 July 2022
National Permitting Service (NPS) for the Environment Agency (Future Opportunity),Defra Network eTendering Portal,  Future opportunity,  Open,  Any region,Approach to market date 29 August 2022,"  £2,500,000",  28 July 2022
BANKFIELD ROOF AND RAINWATER ADJUSTMENTS,The Borough Council of Calderdale,  Opportunity,  Open,  HX1 1TP,"   2 September 2022, 12pm","  £60,000 to £150,000",  28 July 2022
"WDC - Invitation to Tender (ITT) for the provision of temporary barriers and fencing, plus Stewarding and Traffic Wardens",Warwick District Council (WDC),  Opportunity,  Open,  CV32 5HZ,"   2 September 2022, 12pm","  £0 to £165,000",  28 July 2022
Register of Flexi-Job Apprenticeship Agencies,Department for Education,  Future opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",Approach to market date  1 September 2022,  £0,  28 July 2022
Food Waste Collection and Treatment Services,Norse Commercial Services Ltd,  Opportunity,  Open,  East of England,"  31 August 2022, 11am","  £500,000",  28 July 2022
Q0244 University Hospital Lewisham - Nigel Boobyer Theatres - Refurbishment of Corridor Areas (Atamis Ref: C81118),Lewisham & Greenwich NHS Trust,  Opportunity,  Open,  SE13 6LH,"  25 August 2022, 12pm","  £350,000 to £400,000",  28 July 2022
"Supply, Installation & Commissioning of A mid-kV X-ray Computed Tomography System for CiMAT",The University of Warwick,  Opportunity,  Open,  CV4 8UW,"  30 August 2022, 12pm","  £500,000 to £650,000",  28 July 2022
Business Continuity Planning Improvement System,Defra Network eTendering Portal,  Early engagement,  Open,  Any region,  26 August 2022,Publication date 28 July 2022,None
"Camden Adult Substance Misuse, Treatment and Recovery Service",London Borough of Camden,  Opportunity,  Open,  England,"   8 September 2022, 12pm","  £54,000,000",  28 July 2022
CP2253-22 Healthy Lifestyle Service,Devon County Council,  Early engagement,  Open,  England,  27 October 2022,"Publication date 27 July 2022, last edited 28 July 2022",None
"The Development To Passivhaus Plus Standard Of Six Apartments At Southbrook Cottages, Micheldever, Hampshire.",EU SUPPLY LIMITED,  Opportunity,  Open,  SO21 3DJ,"  31 August 2022, 12pm","  £1,100,000 to £1,100,001","   1 June 2022, last edited 28 July 2022"
Lift Replacement/Refurbishment,James Paget University Hospitals NHS Foundation Trust,  Opportunity,  Open,  NR31 6LA,"  31 August 2022, 12pm","  £0 to £300,000","  27 July 2022, last edited 28 July 2022"
T21/67_Provision of Digital Devices through a fund allocation scheme,Anglia Ruskin University,  Opportunity,  Open,  CM1 1SQ,"  30 August 2022, 12pm",  £0,  28 July 2022
Jacksons Bridge Strengthening,North Yorkshire County Council,  Opportunity,  Open,  Yorkshire and the Humber,"  26 August 2022, 12pm","  £0 to £100,000",  28 July 2022
Sales and Marketing Consultancy Services for Grange Farm (Phase 1),Harrow Council,  Opportunity,  Open,  England,"  30 August 2022, 12pm","  £100,000 to £200,000",  28 July 2022
GB-Colchester: Renewal of Pitched Roofs,Colchester Borough Council,  Opportunity,  Open,  East of England,"  30 August 2022, 12pm","  £100,000 to £500,000",  28 July 2022
Operating Microscopes and Associated Accessories,NHS Supply Chain,  Opportunity,  Open,  Any region,"  29 August 2022,  3pm","  £20,000,000 to £80,000,000",  28 July 2022
UoB- Vending Services,University of Brighton,  Opportunity,  Open,  BN2 4AT,"   1 September 2022,  5pm",  £0,  28 July 2022
Work to complete the new cemetery (inc. tarmac road & installation of concrete borders),Horncastle Town Council,  Opportunity,  Open,  LN9 6HX,"  26 August 2022, 12pm",  £0,  28 July 2022
NTOC Standby Generator Replacement,Highways England,  Opportunity,  Open,  B32 1AF,"  26 August 2022,  1pm","  £250,000",  28 July 2022
